Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document,source_file,doc_id,cmo_id,outcome
Intended technology-assistance benefits are contested and may be offset by higher effective acquisition costs.,0,0_procurement_offset_costs_influence,"['procurement', 'offset', 'costs', 'influence', 'are', 'packages', 'proposals', 'procurements', 'quantities', 'bundling']","['Mandatory bundling can prevent optimal outcomes and increase total costs relative to precise, negotiated bundling (or separate sourcing).', 'Best-endeavors and mandatory offsets are characterized as inefficient and poorly targeted, and the chapter argues capability requirements are better negotiated directly within procurement contracts.', 'Offsets influence supplier selection (and at most marginal quantities) rather than fundamentally driving procurement need or type.']",procurement - offset - costs - influence - are - packages - proposals - procurements - quantities - bundling,0.5450298108674838,False,cmo/arms_trade_offsets_chapters.yml,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_016,Intended technology-assistance benefits are contested and may be offset by higher effective acquisition costs.
An integrated framework is recommended to improve sustainability of self-reliance and reduce long-run burdens.,40,40_recommended_offsetlinked_selfdefense_an,"['recommended', 'offsetlinked', 'selfdefense', 'an', 'aii', 'intensifies', 'throughlife', 'argued', 'negotiating', 'sustainability']","['An integrated framework is recommended to improve sustainability of self-reliance and reduce long-run burdens.', 'AII is argued to require an emphasis shift toward through-life support for largely imported weapon systems.', 'Japan sustains domestic defense production and technology capability and increases negotiating power when importing equipment.']",recommended - offsetlinked - selfdefense - an - aii - intensifies - throughlife - argued - negotiating - sustainability,0.9904874490051913,True,cmo/arms_trade_offsets_chapters.yml,15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf,15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_017,An integrated framework is recommended to improve sustainability of self-reliance and reduce long-run burdens.
Defense sales proceed with industrial compensation packages that embed alliance-building and interoperability goals.,26,26_contracting_toward_1980s_late,"['contracting', 'toward', '1980s', 'late', 'department', 'documented', 'multiproject', 'embed', '29', 'consolidation']","['Defence procurement bids are evaluated on long-term partnership plans and documented efforts to provide local firms with contracting opportunities.', 'Australia’s Department of Defense calculated a 29 percent premium for local industry participation in F/A-18 assembly in the late 1980s.', 'Procurement governance trends toward consolidation of prime contracting and multi-project planning to sustain key defence-related industry capabilities.']",contracting - toward - 1980s - late - department - documented - multiproject - embed - 29 - consolidation,1.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_001,Defense sales proceed with industrial compensation packages that embed alliance-building and interoperability goals.
"Offsets are criticized as aiding competitors, shifting employment abroad, and increasing acquisition costs.",46,46_abroad_demand_aiding_pervasive,"['abroad', 'demand', 'aiding', 'pervasive', 'criticized', 'grows', 'tradedistorting', 'practices', 'shifting', 'increasingly']","['Offset demand grows.', 'Offsets are criticized as aiding competitors, shifting employment abroad, and increasing acquisition costs.', 'Offset practices become more pervasive and increasingly trade-distorting over time.']",abroad - demand - aiding - pervasive - criticized - grows - tradedistorting - practices - shifting - increasingly,1.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_002,"Offsets are criticized as aiding competitors, shifting employment abroad, and increasing acquisition costs."
"Offsets increasingly shift from post-production packages to pre-negotiated, pre-production sharing arrangements.",15,15_packages_pursued_package_nonstandardised,"['packages', 'pursued', 'package', 'nonstandardised', 'persistence', 'implemented', 'prenegotiated', 'preproduction', 'postproduction', 'frameworks']","['Larger offset packages are pursued.', 'Government persistence with Coega is linked to the need for offsets sites and deliverables.', 'The agreed F-16 package falls short of the statutory 50% direct-offset requirement (by net value as reported).']",packages - pursued - package - nonstandardised - persistence - implemented - prenegotiated - preproduction - postproduction - frameworks,0.8581588397065972,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_003,"Offsets increasingly shift from post-production packages to pre-negotiated, pre-production sharing arrangements."
Interoperability objectives can be met through multinational program structures rather than traditional offsets.,25,25_poland_content_services_plus,"['poland', 'content', 'services', 'plus', 'standards', 'smokeandmirrors', 'engages', 'structures', 'takes', 'traditional']","['Vehicle production is established in Poland and local content increases substantially over time.', 'Poland engages readily in modern defense offset deals and can negotiate within a “smoke-and-mirrors” environment.', 'Poland adopts NATO procurement standards and uses offsets to assist development of domestic industry alongside modernization.']",poland - content - services - plus - standards - smokeandmirrors - engages - structures - takes - traditional,0.3738589347512958,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_004,Interoperability objectives can be met through multinational program structures rather than traditional offsets.
Japan receives large-scale defense technology transfers that support domestic industrial objectives despite formal offset-policy absence.,41,41_japan_transfers_programs_hampered,"['japan', 'transfers', 'programs', 'hampered', 'receives', 'offsetpolicy', 'absence', 'importedtechnology', 'missing', 'largescale']","['Japan’s ability to sustain imported-technology inflows into its industrial base is hampered.', 'Potential offsets and technology transfers from multinational programs may be constrained for Japan.', 'Japan risks missing opportunities for offset-like work shares and technology access in new international programs.']",japan - transfers - programs - hampered - receives - offsetpolicy - absence - importedtechnology - missing - largescale,1.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_005,Japan receives large-scale defense technology transfers that support domestic industrial objectives despite formal offset-policy absence.
Japan sustains domestic defense production and technology capability and increases negotiating power when importing equipment.,40,40_recommended_offsetlinked_selfdefense_an,"['recommended', 'offsetlinked', 'selfdefense', 'an', 'aii', 'intensifies', 'throughlife', 'argued', 'negotiating', 'sustainability']","['An integrated framework is recommended to improve sustainability of self-reliance and reduce long-run burdens.', 'AII is argued to require an emphasis shift toward through-life support for largely imported weapon systems.', 'Japan sustains domestic defense production and technology capability and increases negotiating power when importing equipment.']",recommended - offsetlinked - selfdefense - an - aii - intensifies - throughlife - argued - negotiating - sustainability,1.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_006,Japan sustains domestic defense production and technology capability and increases negotiating power when importing equipment.
Domestic industrial capability is treated as a component of deterrence and sustainment readiness.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_007,Domestic industrial capability is treated as a component of deterrence and sustainment readiness.
Japan’s defense industry operates far below capacity and struggles to sustain itself.,21,21_defense_industry_itself_singapores,"['defense', 'industry', 'itself', 'singapores', 'nonviable', 'militaryindustrial', 'cartellike', 'below', 'defenserelated', 'revenue']","['Sustaining defense-related industry capabilities is difficult even when offsets fund initial investments.', 'Japan’s defense industry operates far below capacity and struggles to sustain itself.', 'Singapore’s defense industry becomes more financially resilient, with substantial revenue from non-military work.']",defense - industry - itself - singapores - nonviable - militaryindustrial - cartellike - below - defenserelated - revenue,1.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_008,Japan’s defense industry operates far below capacity and struggles to sustain itself.
Japan risks missing opportunities for offset-like work shares and technology access in new international programs.,41,41_japan_transfers_programs_hampered,"['japan', 'transfers', 'programs', 'hampered', 'receives', 'offsetpolicy', 'absence', 'importedtechnology', 'missing', 'largescale']","['Japan’s ability to sustain imported-technology inflows into its industrial base is hampered.', 'Potential offsets and technology transfers from multinational programs may be constrained for Japan.', 'Japan risks missing opportunities for offset-like work shares and technology access in new international programs.']",japan - transfers - programs - hampered - receives - offsetpolicy - absence - importedtechnology - missing - largescale,1.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_009,Japan risks missing opportunities for offset-like work shares and technology access in new international programs.
Potential offsets and technology transfers from multinational programs may be constrained for Japan.,41,41_japan_transfers_programs_hampered,"['japan', 'transfers', 'programs', 'hampered', 'receives', 'offsetpolicy', 'absence', 'importedtechnology', 'missing', 'largescale']","['Japan’s ability to sustain imported-technology inflows into its industrial base is hampered.', 'Potential offsets and technology transfers from multinational programs may be constrained for Japan.', 'Japan risks missing opportunities for offset-like work shares and technology access in new international programs.']",japan - transfers - programs - hampered - receives - offsetpolicy - absence - importedtechnology - missing - largescale,1.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_010,Potential offsets and technology transfers from multinational programs may be constrained for Japan.
South Korea intensifies technology imports and offset-linked domestic production to support self-defense.,40,40_recommended_offsetlinked_selfdefense_an,"['recommended', 'offsetlinked', 'selfdefense', 'an', 'aii', 'intensifies', 'throughlife', 'argued', 'negotiating', 'sustainability']","['An integrated framework is recommended to improve sustainability of self-reliance and reduce long-run burdens.', 'AII is argued to require an emphasis shift toward through-life support for largely imported weapon systems.', 'Japan sustains domestic defense production and technology capability and increases negotiating power when importing equipment.']",recommended - offsetlinked - selfdefense - an - aii - intensifies - throughlife - argued - negotiating - sustainability,1.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_011,South Korea intensifies technology imports and offset-linked domestic production to support self-defense.
Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_012,Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.
Foreign contractors have stronger incentives to deliver promised offset content.,39,39_incentives_have_contractors_timeframe,"['incentives', 'have', 'contractors', 'timeframe', 'book', 'propose', 'technologyintensive', 'relabeled', 'stronger', 'lowvalue']","['Offset incentives may have limited effect on contractor behavior.', 'Contractors have incentives to propose and book offset credit in technology-intensive activities rather than low-value or relabeled work.', 'Foreign contractors have stronger incentives to deliver promised offset content.']",incentives - have - contractors - timeframe - book - propose - technologyintensive - relabeled - stronger - lowvalue,1.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_013,Foreign contractors have stronger incentives to deliver promised offset content.
Korea develops higher-end aerospace capability and positions the platform for global exports.,14,14_aircraft_aerospace_korea_capability,"['aircraft', 'aerospace', 'korea', 'capability', 'production', 'advanced', 'improves', 'military', 'producing', 'platform']","['Embraer survives the military downturn by shifting to civil aviation, sustaining aerospace capability despite reduced military sales.', 'Korea improves access to foreign capabilities and streamlines domestic aerospace production.', 'IPTN increases domestic content in aircraft production and gains experience producing components for advanced foreign aircraft.']",aircraft - aerospace - korea - capability - production - advanced - improves - military - producing - platform,0.9506831003331161,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_014,Korea develops higher-end aerospace capability and positions the platform for global exports.
Offset packages escalate and procurement processes face legitimacy and governance risks.,0,0_procurement_offset_costs_influence,"['procurement', 'offset', 'costs', 'influence', 'are', 'packages', 'proposals', 'procurements', 'quantities', 'bundling']","['Mandatory bundling can prevent optimal outcomes and increase total costs relative to precise, negotiated bundling (or separate sourcing).', 'Best-endeavors and mandatory offsets are characterized as inefficient and poorly targeted, and the chapter argues capability requirements are better negotiated directly within procurement contracts.', 'Offsets influence supplier selection (and at most marginal quantities) rather than fundamentally driving procurement need or type.']",procurement - offset - costs - influence - are - packages - proposals - procurements - quantities - bundling,0.6588928615182672,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_015,Offset packages escalate and procurement processes face legitimacy and governance risks.
Offsets yield mixed results and do not deliver strong stimulative effects for a loss-leading industry.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_016,Offsets yield mixed results and do not deliver strong stimulative effects for a loss-leading industry.
Korea improves access to foreign capabilities and streamlines domestic aerospace production.,14,14_aircraft_aerospace_korea_capability,"['aircraft', 'aerospace', 'korea', 'capability', 'production', 'advanced', 'improves', 'military', 'producing', 'platform']","['Embraer survives the military downturn by shifting to civil aviation, sustaining aerospace capability despite reduced military sales.', 'Korea improves access to foreign capabilities and streamlines domestic aerospace production.', 'IPTN increases domestic content in aircraft production and gains experience producing components for advanced foreign aircraft.']",aircraft - aerospace - korea - capability - production - advanced - improves - military - producing - platform,1.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_017,Korea improves access to foreign capabilities and streamlines domestic aerospace production.
Taiwan pursues offset-inclusive arms purchases for political assurance as well as industrial benefits.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_018,Taiwan pursues offset-inclusive arms purchases for political assurance as well as industrial benefits.
"Taiwan pursues selective, technology-focused offsets to build key industry sectors.",-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_019,"Taiwan pursues selective, technology-focused offsets to build key industry sectors."
Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_020,Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.
"Taiwan secures maintenance centers and contracts (e.g., Mirage and Patriot-related) that build sustainment capability and industrial activity.",-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_021,"Taiwan secures maintenance centers and contracts (e.g., Mirage and Patriot-related) that build sustainment capability and industrial activity."
Offsets’ economic impact is constrained and Taiwan continues to depend on foreign technology despite extensive arms purchases.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_022,Offsets’ economic impact is constrained and Taiwan continues to depend on foreign technology despite extensive arms purchases.
Offsets and offset-like industrial compensation features remain persistent in defense contracts with these countries.,22,22_defenseindustrial_defense_trade_toward,"['defenseindustrial', 'defense', 'trade', 'toward', 'reemerge', 'mechanism', 'steered', 'narrower', 'prominent', 'features']","['Offsets/DIP are positioned as the mechanism to sustain a narrower, niche-oriented defence industrial base with strategic support functions.', 'Offsets and offset-like industrial compensation features remain persistent in defense contracts with these countries.', 'Offsets are steered toward defense-industrial participation and technology transfer rather than purely civilian trade.']",defenseindustrial - defense - trade - toward - reemerge - mechanism - steered - narrower - prominent - features,0.5854925363280876,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_023,Offsets and offset-like industrial compensation features remain persistent in defense contracts with these countries.
Japan’s ability to sustain imported-technology inflows into its industrial base is hampered.,41,41_japan_transfers_programs_hampered,"['japan', 'transfers', 'programs', 'hampered', 'receives', 'offsetpolicy', 'absence', 'importedtechnology', 'missing', 'largescale']","['Japan’s ability to sustain imported-technology inflows into its industrial base is hampered.', 'Potential offsets and technology transfers from multinational programs may be constrained for Japan.', 'Japan risks missing opportunities for offset-like work shares and technology access in new international programs.']",japan - transfers - programs - hampered - receives - offsetpolicy - absence - importedtechnology - missing - largescale,1.0,True,cmo/arms_trade_offsets_chapters.yml,16-offset-policies-and-trends-in-japan-south-korea-and-taiwan.pdf,16_offset_policies_and_trends_in_japan_south_korea_and_taiwan_pdf__cmo_024,Japan’s ability to sustain imported-technology inflows into its industrial base is hampered.
Defense industrialization and arms manufacturing proceed more quickly than relying on endogenous capability growth alone.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_001,Defense industrialization and arms manufacturing proceed more quickly than relying on endogenous capability growth alone.
"Indonesia pursues ambitious indigenous production programs, while Singapore uses offsets sparingly and mainly for sustainment-related technology.",32,32_indonesia_indigenous_n250_measurable,"['indonesia', 'indigenous', 'n250', 'measurable', 'sustainmentrelated', 'prototypes', 'institutions', 'illusory', 'dry', 'sparingly']","['Indonesia pursues ambitious indigenous production programs, while Singapore uses offsets sparingly and mainly for sustainment-related technology.', 'Indonesia struggles to export indigenous civil aircraft (N-250) and orders dry up.', 'Indonesia advances to indigenous design prototypes but remains dependent on foreign subsystems.']",indonesia - indigenous - n250 - measurable - sustainmentrelated - prototypes - institutions - illusory - dry - sparingly,1.0,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_002,"Indonesia pursues ambitious indigenous production programs, while Singapore uses offsets sparingly and mainly for sustainment-related technology."
"Indonesia establishes a broad defense-industrial base including aerospace, shipbuilding, and small arms production.",-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_003,"Indonesia establishes a broad defense-industrial base including aerospace, shipbuilding, and small arms production."
IPTN adopts a staged technology-transfer strategy aimed at rapid capability acquisition.,5,5_absorption_india_technologytransfer_hardcurrency,"['absorption', 'india', 'technologytransfer', 'hardcurrency', 'transfer', 'technology', 'systems', 'capability', 'augmented', 'biotech']","['Technology transfer absorption is effective.', 'Technology transfer is incomplete and India remains dependent, with added costs and limited export/innovation autonomy.', 'India secures more favorable technology-transfer terms, including access to more advanced systems.']",absorption - india - technologytransfer - hardcurrency - transfer - technology - systems - capability - augmented - biotech,0.3968222526240529,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_004,IPTN adopts a staged technology-transfer strategy aimed at rapid capability acquisition.
Domestic content and manufacturing sophistication increase across production phases.,4,4_growth_mohair_industrial_national,"['growth', 'mohair', 'industrial', 'national', 'domestic', 'development', 'manufacturing', 'capability', 'integration', 'intensify']","['Cape Mohair expands niche production but becomes short of machinery for bulk-oriented manufacture of mohair tops.', 'Industrial participation is incorporated after initial deliveries, supporting domestic capability growth.', 'Domestic industrial capability and exportable product lines expand during the growth period.']",growth - mohair - industrial - national - domestic - development - manufacturing - capability - integration - intensify,1.0,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_005,Domestic content and manufacturing sophistication increase across production phases.
IPTN increases domestic content in aircraft production and gains experience producing components for advanced foreign aircraft.,14,14_aircraft_aerospace_korea_capability,"['aircraft', 'aerospace', 'korea', 'capability', 'production', 'advanced', 'improves', 'military', 'producing', 'platform']","['Embraer survives the military downturn by shifting to civil aviation, sustaining aerospace capability despite reduced military sales.', 'Korea improves access to foreign capabilities and streamlines domestic aerospace production.', 'IPTN increases domestic content in aircraft production and gains experience producing components for advanced foreign aircraft.']",aircraft - aerospace - korea - capability - production - advanced - improves - military - producing - platform,0.7005024433019403,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_006,IPTN increases domestic content in aircraft production and gains experience producing components for advanced foreign aircraft.
Indonesia produces the CN-235 and achieves measurable export sales.,32,32_indonesia_indigenous_n250_measurable,"['indonesia', 'indigenous', 'n250', 'measurable', 'sustainmentrelated', 'prototypes', 'institutions', 'illusory', 'dry', 'sparingly']","['Indonesia pursues ambitious indigenous production programs, while Singapore uses offsets sparingly and mainly for sustainment-related technology.', 'Indonesia struggles to export indigenous civil aircraft (N-250) and orders dry up.', 'Indonesia advances to indigenous design prototypes but remains dependent on foreign subsystems.']",indonesia - indigenous - n250 - measurable - sustainmentrelated - prototypes - institutions - illusory - dry - sparingly,0.816968569414523,False,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_007,Indonesia produces the CN-235 and achieves measurable export sales.
Indonesia advances to indigenous design prototypes but remains dependent on foreign subsystems.,32,32_indonesia_indigenous_n250_measurable,"['indonesia', 'indigenous', 'n250', 'measurable', 'sustainmentrelated', 'prototypes', 'institutions', 'illusory', 'dry', 'sparingly']","['Indonesia pursues ambitious indigenous production programs, while Singapore uses offsets sparingly and mainly for sustainment-related technology.', 'Indonesia struggles to export indigenous civil aircraft (N-250) and orders dry up.', 'Indonesia advances to indigenous design prototypes but remains dependent on foreign subsystems.']",indonesia - indigenous - n250 - measurable - sustainmentrelated - prototypes - institutions - illusory - dry - sparingly,1.0,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_008,Indonesia advances to indigenous design prototypes but remains dependent on foreign subsystems.
"The industry grows rapidly in size and capacity, but risks misallocation and poor product-market fit.",9,9_investments_inefficient_restructuring_distorted,"['investments', 'inefficient', 'restructuring', 'distorted', 'capital', 'capacity', 'competition', 'allocation', 'idle', 'impeded']","['The industry grows rapidly in size and capacity, but risks misallocation and poor product-market fit.', 'Idle capital and inefficient production capacity result.', 'Competition is criticized as wasteful and associated with higher prices and difficulty for domestic suppliers to make long-term capacity investments.']",investments - inefficient - restructuring - distorted - capital - capacity - competition - allocation - idle - impeded,0.6731748984946806,True,cmo/arms_trade_offsets_chapters.yml,17-offsets-and-defense-industrialization-in-indonesia-and-singapore.pdf,17_offsets_and_defense_industrialization_in_indonesia_and_singapore_pdf__cmo_009,"The industry grows rapidly in size and capacity, but risks misallocation and poor product-market fit."
