cmo_id,citekey,country,programme,locator,quote,paraphrase,C_offset_policy_design,C_procurement_context,M_mechanism_label,M_mechanism_narrative,O_outcomes_positive,O_outcomes_negative,rq_tags,relevance_score,confidence,evidence_type,direction,source_file,context_text,mechanism_text,outcome_text,narrative_text,source_type,rq_tag_source
canada_offsets_CMO_003,canada_offsets,Canada,EH‑101,p. 109,The cancellation serves as a useful indicator of the underlying structural and political impediments to the development of a successful long‑term defence offset strategy,The termination of Canada's EH‑101 helicopter offset package underscores how structural and political barriers can derail offset programmes. Cancelling the programme harmed military capabilities and illustrates the difficulty of sustaining a long‑term offset strategy in the face of domestic political constraints.,co_production; licensed_production,single_nation_procurement,political_impediments; programme_fragmentation,"Political opposition and institutional obstacles prevented Canada from implementing the EH‑101 offset plan, leading to its cancellation and depriving the armed forces of anticipated capabilities.",,capability_gap; programme_cancellation; undermined_trust,RQ5,3,0.7,case_study,negative,economic_offsets_book.yml,offset_policy_design: co_production; licensed_production; procurement_context: single_nation_procurement,"Political opposition and institutional obstacles prevented Canada from implementing the EH‑101 offset plan, leading to its cancellation and depriving the armed forces of anticipated capabilities.",negative: capability_gap; programme_cancellation; undermined_trust,,yaml,existing
concluding_offsets_CMO_001,concluding_remarks,,,pp. 3–4,data deficiencies and lack of transparency make it hard to evaluate whether offset work is genuinely new or would have happened anyway,"Evaluations of offset programmes are hampered by poor data and transparency. Without detailed information on the nature of offset work, it is difficult to determine if activities are truly additional or merely rebadged existing orders.",,,data_transparency_issue,Incomplete or opaque reporting means that policymakers and analysts cannot assess whether offsets create new capabilities or simply label existing transactions as offset fulfilment.,,difficulty_evaluation; limited_accountability,RQ3; RQ5,2,0.5,expert_commentary,negative,economic_offsets_book.yml,,Incomplete or opaque reporting means that policymakers and analysts cannot assess whether offsets create new capabilities or simply label existing transactions as offset fulfilment.,negative: difficulty_evaluation; limited_accountability,,yaml,existing
concluding_offsets_CMO_002,concluding_remarks,,,p. 5,"vendors underestimated costs and buyers thought offsets guaranteed orders; later, penalties improved compliance","In early offset programmes, suppliers miscalculated the costs and complexity of delivering offset work and purchasing countries assumed offsets would guarantee orders. Experience led to a transition from ‘best endeavours’ to penalty‑backed commitments, improving performance.",voluntary; penalty_backed,,learning_by_doing; best_endeavours_limitations,The mismatch between expectations and realities taught both suppliers and buyers that voluntary promises were ineffective; introducing penalties incentivised more realistic planning and compliance.,improved_compliance,initial_failures,RQ3,2,0.6,historical_case,mixed,economic_offsets_book.yml,offset_policy_design: voluntary; penalty_backed,The mismatch between expectations and realities taught both suppliers and buyers that voluntary promises were ineffective; introducing penalties incentivised more realistic planning and compliance.,positive: improved_compliance; negative: initial_failures,,yaml,existing
concluding_offsets_CMO_003,concluding_remarks,,,pp. 6–7,"there has been a move towards focused offsets such as equity investments, joint ventures and credit banking to sustain long‑term collaboration","Recent offset policies have shifted from broad and diffuse obligations to targeted measures like equity investments, joint ventures and credit banking. These mechanisms encourage continuous work and deeper industrial partnerships instead of short‑term transactions.",joint_venture; FDI,multinational_programme,joint_venture_foundation; credit_banking_incentive,Targeting offsets towards shared ownership and long‑term investments creates lasting ties between foreign and domestic firms. Banking credits encourages sustained collaboration rather than one‑off deals.,long_term_collaboration; sustained_work; trusted_partnering,,RQ2; RQ4,3,0.7,expert_commentary,positive,economic_offsets_book.yml,offset_policy_design: joint_venture; FDI; procurement_context: multinational_programme,Targeting offsets towards shared ownership and long‑term investments creates lasting ties between foreign and domestic firms. Banking credits encourages sustained collaboration rather than one‑off deals.,positive: long_term_collaboration; sustained_work; trusted_partnering,,yaml,existing
fiott_17_CMO_001,fiott_17,,,chunk_id:550376387884890,The defence procurement directive makes no mention of defence offsets and bans this form of state aid as economically inefficient and discriminatory,"EU defence procurement legislation prohibits the use of economic offsets, forcing member states to justify any derogation strictly on security grounds; this legal stance contrasts with NATO’s more permissive approach and contributes to policy tensions.",mandatory,single_nation_procurement,legal_restriction; policy_conflict,"By outlawing offsets as discriminatory state aid, EU law pressures governments to abandon economic compensation requirements; the resulting disparity with NATO norms encourages some states to bypass EU channels, leading to conflicting procurement behaviours.",improved_transparency,policy_conflict; fragmentation,RQ3; RQ5,2,0.6,expert_commentary,mixed,articles.yml,offset_policy_design: mandatory; procurement_context: single_nation_procurement,"By outlawing offsets as discriminatory state aid, EU law pressures governments to abandon economic compensation requirements; the resulting disparity with NATO norms encourages some states to bypass EU channels, leading to conflicting procurement behaviours.",positive: improved_transparency; negative: policy_conflict; fragmentation,,yaml,existing
fiott_17_CMO_002,fiott_17,,,chunk_id:550376387884890,"For states that prefer US equipment because it comes with significant defence offsets, NATO makes an obvious choice for cooperation that should not be stymied by EU legislation","Some European governments choose US equipment through NATO channels because the associated offset packages are attractive; EU procurement rules cannot prevent such deals, leading to continued dependence on non‑EU suppliers and fragmentation of the European defence market.",mandatory; co_production,multinational_programme,offset_incentive_in_procurement_selection; market_fragmentation,"Attractive offset packages influence procurement choices, motivating governments to bypass EU directives and purchase US equipment through NATO, which perpetuates reliance on non‑EU supply chains and undermines efforts to harmonise European defence procurement.",,non_EU_dependency; fragmentation,RQ3; RQ5,2,0.6,expert_commentary,negative,articles.yml,offset_policy_design: mandatory; co_production; procurement_context: multinational_programme,"Attractive offset packages influence procurement choices, motivating governments to bypass EU directives and purchase US equipment through NATO, which perpetuates reliance on non‑EU supply chains and undermines efforts to harmonise European defence procurement.",negative: non_EU_dependency; fragmentation,,yaml,existing
france_offsets_CMO_001,france_offsets,Belgium; Denmark; Netherlands; Norway; Germany; France; United States,F‑16; Mirage F1,p. 139,"General Dynamics, bidding with the F‑16, estimated that their offset would generate jobs for up to 5000 staff","In the 1974 NATO fighter competition, both Dassault and General Dynamics offered large offset packages—high local manufacturing shares, job creation and price guarantees—to secure the order. These generous offsets influenced the buyers’ decision and set a precedent for future competitions.",co_production; local_content; technology_transfer,multinational_programme; competitive_tender,supply_chain_integration_incentive; bid_competition_incentive,"To win a large multinational order, suppliers promised to place substantial manufacturing work locally and create thousands of jobs. Aligning industrial benefits with procurement aims made their bids more attractive and shaped the contract outcome.",job_creation; industrial_participation; price_guarantee; precedent_for_future_offsets,,RQ4,3,0.75,case_study; official_report,positive,economic_offsets_book.yml,offset_policy_design: co_production; local_content; technology_transfer; procurement_context: multinational_programme; competitive_tender,"To win a large multinational order, suppliers promised to place substantial manufacturing work locally and create thousands of jobs. Aligning industrial benefits with procurement aims made their bids more attractive and shaped the contract outcome.",positive: job_creation; industrial_participation; price_guarantee; precedent_for_future_offsets,,yaml,existing
france_offsets_CMO_002,france_offsets,United States; Belgium; Denmark; Netherlands; Norway; Germany,NATO fighter replacement,p. 140,if US arms sales to NATO fell then there was the possibility that American forces in Europe would be cut,"U.S. legislation linked arms sales revenues to the cost of stationing U.S. troops in Europe, implying that reduced arms sales could trigger troop withdrawals. This politicised offsets and created anxiety among European buyers, turning procurement into a tool of strategic leverage.",indirect,multinational_programme,political_leverage; threat_of_troop_withdrawal,"By offsetting troop costs against arms sales, Congress introduced a condition that reductions in purchases could lead to reduced U.S. military presence. This pressured allies and politicised procurement decisions.",,political_pressure; fear_of_troop_withdrawal; alliance_strain,RQ3; RQ5,2,0.6,official_report; expert_commentary,negative,economic_offsets_book.yml,offset_policy_design: indirect; procurement_context: multinational_programme,"By offsetting troop costs against arms sales, Congress introduced a condition that reductions in purchases could lead to reduced U.S. military presence. This pressured allies and politicised procurement decisions.",negative: political_pressure; fear_of_troop_withdrawal; alliance_strain,,yaml,existing
greece_offsets_CMO_001,greece_offsets,Greece,,p. 168,"Expenditures on goods in Categories I and II are weighted with a base factor of 2 or 3, while Category III goods are weighted 18","Greek offset directives divide obligations into three categories. Co‑production and defence purchases in Categories I and II receive high credit (weights 2 or 3), whereas indirect offsets like exports and tourism receive a low credit (weight 18). Suppliers must post a 10% performance guarantee and replace any unfulfilled transactions, ensuring offsets prioritise domestic manufacturing and technology transfer.",co_production; local_content; indirect; technology_transfer; licensed_production,single_nation_procurement; high_tech_sensitive,weighting_incentive; performance_guarantee; supply_chain_integration_incentive,"The weighting factors encourage suppliers to invest in domestic production and technology rather than peripheral activities, while the performance guarantee and replacement requirement ensure that commitments are fulfilled, thus focusing offsets on tangible industrial benefits.",prioritised_co_production; technology_transfer; compliance_assurance,,RQ2; RQ3,3,0.8,official_report; interview,positive,economic_offsets_book.yml,offset_policy_design: co_production; local_content; indirect; technology_transfer; licensed_production; procurement_context: single_nation_procurement; high_tech_sensitive,"The weighting factors encourage suppliers to invest in domestic production and technology rather than peripheral activities, while the performance guarantee and replacement requirement ensure that commitments are fulfilled, thus focusing offsets on tangible industrial benefits.",positive: prioritised_co_production; technology_transfer; compliance_assurance,,yaml,existing
greece_offsets_CMO_002,greece_offsets,Greece,,p. 164,"Offsets might prove beneficial for the development of the Greek defence industry, provided that the appropriate policy measures create a defence industrial base capable of assimilating future offset benefits programmes","Offsets will only benefit Greece if policies build a capable defence industrial base. Without domestic capacity to absorb technology and work, offset programmes risk failing to deliver meaningful development.",co_production; technology_transfer; local_content,single_nation_procurement,technology_absorption; industrial_base_maturity,"The effectiveness of offsets depends on the recipient's ability to learn and integrate new technologies. A weak industrial base cannot assimilate transfers, so benefits materialise only when capacity is developed alongside offsets.",industrial_development; successful_technology_absorption,ineffectiveness_of_offsets,RQ2; RQ5,2,0.65,expert_commentary,mixed,economic_offsets_book.yml,offset_policy_design: co_production; technology_transfer; local_content; procurement_context: single_nation_procurement,"The effectiveness of offsets depends on the recipient's ability to learn and integrate new technologies. A weak industrial base cannot assimilate transfers, so benefits materialise only when capacity is developed alongside offsets.",positive: industrial_development; successful_technology_absorption; negative: ineffectiveness_of_offsets,,yaml,existing
greece_offsets_CMO_003,greece_offsets,Greece,,p. 163,"Co‑production, work‑sharing and licensed production save R&D costs, provide work for skilled labour, maintain domestic defence capacity and offer access to new technology","Shared‑production procurement methods such as co‑production and licensing reduce duplicative R&D expenditures, sustain skilled employment, maintain defence capacity and give domestic firms access to advanced technology, partly compensating for the high cost of defence equipment.",co_production; licensed_production; technology_transfer,multinational_programme,cost_sharing; learning_by_doing; technology_absorption,"By sharing development and production with foreign partners, Greece avoids duplicating costly R&D and gains access to new know‑how. Domestic firms learn through participation, preserve skills and balance the national trade account.",reduced_R&D_costs; employment_for_skilled_labour; maintained_defence_capacity; technology_gain,,RQ2; RQ4,2,0.7,expert_commentary,positive,economic_offsets_book.yml,offset_policy_design: co_production; licensed_production; technology_transfer; procurement_context: multinational_programme,"By sharing development and production with foreign partners, Greece avoids duplicating costly R&D and gains access to new know‑how. Domestic firms learn through participation, preserve skills and balance the national trade account.",positive: reduced_R&D_costs; employment_for_skilled_labour; maintained_defence_capacity; technology_gain,,yaml,existing
hagelin_12_CMO_001,hagelin_12,Norway; Sweden; US,F-35; JAS-39 Gripen,chunk_id:584560330511008,Norway requested at least 100% industrial agreements but chose the F‑35 over Saab despite a stronger industrial offer,"Despite demanding substantial industrial participation and technology transfer, Norway selected the F‑35 fighter over Saab’s JAS‑39 because operational requirements and alliance considerations outweighed the value of the offset package.",industrial_participation; technology_transfer,single_nation_procurement,capability_priority_over_offsets,Buyers may prioritise superior performance and political alignment over offset incentives; even generous industrial participation offers cannot secure contracts if the equipment is deemed less capable.,,limited_effect_on_selection,RQ5,1,0.5,case_study,negative,articles.yml,offset_policy_design: industrial_participation; technology_transfer; procurement_context: single_nation_procurement,Buyers may prioritise superior performance and political alignment over offset incentives; even generous industrial participation offers cannot secure contracts if the equipment is deemed less capable.,negative: limited_effect_on_selection,,yaml,existing
hagelin_12_CMO_002,hagelin_12,,F-35,chunk_id:584560330511008,Lockheed Martin accepted predetermined work share to satisfy partners; this could increase programme costs and affect schedule and performance goals,"To meet partner return‑on‑investment expectations in the F‑35 programme, the prime contractor allocated predetermined workshare and promised technology transfer, but such concessions strain export control policies and risk cost growth, delays and performance shortfalls.",co_production; technology_transfer,multinational_programme,programme_fragmentation; export_control_friction,"Predetermined workshare splits production among partners with uneven capabilities; combined with restrictive export controls on sensitive technology, this creates coordination difficulties, drives up costs and delays, and complicates efforts to achieve interoperability.",interoperability,delays; cost_overruns; limited_technology_transfer,RQ1; RQ3; RQ5,2,0.6,case_study,mixed,articles.yml,offset_policy_design: co_production; technology_transfer; procurement_context: multinational_programme,"Predetermined workshare splits production among partners with uneven capabilities; combined with restrictive export controls on sensitive technology, this creates coordination difficulties, drives up costs and delays, and complicates efforts to achieve interoperability.",positive: interoperability; negative: delays; cost_overruns; limited_technology_transfer,,yaml,existing
hagelin_12_CMO_003,hagelin_12,India,MMRCA,chunk_id:584560330511008,India raised the offset share for the MMRCA to 50%; suppliers claimed it was difficult to fulfil,India revised its offset policy by increasing the required share from 30 percent to 50 percent of contract value in the MMRCA programme; foreign suppliers complained that meeting such a high defence offset quota was challenging and called for more liberal rules allowing non‑defence activities and multipliers.,mandatory; technology_transfer; local_content,single_nation_procurement,administrative_complexity; capacity_constraint,"Increasing offset requirements without commensurate domestic industrial capacity complicates compliance; suppliers lobby for flexible rules such as multipliers or non‑defence projects, highlighting the strain high offset quotas place on procurement.",,compliance_difficulty; delays,RQ3; RQ5,2,0.6,official_report,negative,articles.yml,offset_policy_design: mandatory; technology_transfer; local_content; procurement_context: single_nation_procurement,"Increasing offset requirements without commensurate domestic industrial capacity complicates compliance; suppliers lobby for flexible rules such as multipliers or non‑defence projects, highlighting the strain high offset quotas place on procurement.",negative: compliance_difficulty; delays,,yaml,existing
haines_05_CMO_001,haines_05,South Africa,Strategic Defence Package (SDP); Coega Industrial Development Zone,chunk_id:177150676834775,Offsets targeted for the Eastern Cape do little to address backlogs; arms bought via offsets are generally more expensive than off‑the‑shelf products,"In South Africa’s Strategic Defence Programme, offset projects concentrated in the Eastern Cape failed to tackle regional development backlogs and increased procurement costs; offsets fractured industrial policy and yielded little technology transfer or employment.",industrial_participation; indirect; direct,single_nation_procurement,local_development_fragmentation; economic_inefficiency,"Channelling offset investments into specific development zones without integrating them into broader regional strategies distorted resource allocation, raised acquisition costs and provided limited returns in employment or technology.",,cost_overruns; minimal_job_creation; local_development_fragmentation,RQ3; RQ5,2,0.6,case_study,negative,articles.yml,offset_policy_design: industrial_participation; indirect; direct; procurement_context: single_nation_procurement,"Channelling offset investments into specific development zones without integrating them into broader regional strategies distorted resource allocation, raised acquisition costs and provided limited returns in employment or technology.",negative: cost_overruns; minimal_job_creation; local_development_fragmentation,,yaml,existing
haines_05_CMO_002,haines_05,South Africa,Strategic Defence Package (SDP),chunk_id:177150676834775,The SDP was expected to create 65 000 jobs and 280% benefits but its costs rose from R29.8 bn to over R50 bn,"Policymakers anticipated that South Africa’s defence offset programme would generate tens of thousands of jobs and massive economic benefits, yet the Strategic Defence Package’s costs escalated dramatically and the promised employment failed to materialise, demonstrating how inflated expectations can mask financial risks.",industrial_participation; indirect; direct,single_nation_procurement,unrealistic_expectations; cost_overrun_risk,Optimistic projections of economic benefits encouraged acceptance of ambitious offset packages; hidden costs and financing terms subsequently inflated programme expenditures beyond projections and undermined promised job creation.,,cost_overruns; minimal_job_creation; financial_risk,RQ3; RQ5,2,0.6,case_study,negative,articles.yml,offset_policy_design: industrial_participation; indirect; direct; procurement_context: single_nation_procurement,Optimistic projections of economic benefits encouraged acceptance of ambitious offset packages; hidden costs and financing terms subsequently inflated programme expenditures beyond projections and undermined promised job creation.,negative: cost_overruns; minimal_job_creation; financial_risk,,yaml,existing
herrara_08_CMO_001,herrara_08,Brazil; Sweden,JAS-39 Gripen,chunk_id:351195178696841,Saab committed to transfer 100% of Gripen technology and build 80% of the fighter's structure in Brazil,Brazil’s Gripen contract required Saab to transfer all technology and produce most of the aircraft domestically; the 175% offset package aimed to establish co‑production with Embraer and reciprocal purchases.,technology_transfer; co_production; local_content,single_nation_procurement; high_tech_sensitive,supply_chain_integration_incentive; learning_by_doing,"Committing to full technology transfer and local manufacturing integrates Brazilian firms into the supply chain and provides hands‑on experience, incentivising co‑development and capacity building.",technology_capability_building; local_industry_development; co_production,,RQ2; RQ4,3,0.7,case_study,positive,articles.yml,offset_policy_design: technology_transfer; co_production; local_content; procurement_context: single_nation_procurement; high_tech_sensitive,"Committing to full technology transfer and local manufacturing integrates Brazilian firms into the supply chain and provides hands‑on experience, incentivising co‑development and capacity building.",positive: technology_capability_building; local_industry_development; co_production,,yaml,existing
herrara_08_CMO_002,herrara_08,Colombia,C-295; Black Hawk,chunk_id:351195178696841,"Offsets will establish an Airworthiness Department, expand metrology, build a maintenance centre, design UAVs and develop training for the C‑295","In Colombia’s C‑295 offset programme, EADS and other partners plan to build an airworthiness department, expand metrology and maintenance facilities and support UAV design and training; a Black Hawk training centre will further enhance local MRO capabilities and skills.",direct; training; MRO; technology_transfer,single_nation_procurement,local_MRO_capacity_building; supply_chain_integration_incentive; learning_by_doing,Creating new maintenance and training facilities and providing technological know‑how encourages local workers to develop skills and integrates domestic firms into the aircraft supply chain.,maintenance_capacity; skills_development; industrial_capability,,RQ2; RQ4,2,0.6,case_study,positive,articles.yml,offset_policy_design: direct; training; MRO; technology_transfer; procurement_context: single_nation_procurement,Creating new maintenance and training facilities and providing technological know‑how encourages local workers to develop skills and integrates domestic firms into the aircraft supply chain.,positive: maintenance_capacity; skills_development; industrial_capability,,yaml,existing
herrara_08_CMO_003,herrara_08,,,chunk_id:351195178696841,The principal brake on success is the ability to absorb transferred technologies,"Offsets may catalyse industrial activity, but without sufficient skills, scale and absorptive capacity in recipient countries, high‑value technology transfers do not translate into sustainable economic development or job creation.",technology_transfer; co_production; SME_linkages,single_nation_procurement; domestic_base_maturity,low_absorptive_capacity; technology_absorption,"When local industries lack capabilities and scale, even generous technology transfers cannot be effectively absorbed; learning fails to occur, and the benefits of offsets remain limited.",,limited_technology_transfer; minimal_job_creation; industrial_stagnation,RQ3; RQ5,2,0.6,expert_commentary; case_study,negative,articles.yml,offset_policy_design: technology_transfer; co_production; SME_linkages; procurement_context: single_nation_procurement; domestic_base_maturity,"When local industries lack capabilities and scale, even generous technology transfers cannot be effectively absorbed; learning fails to occur, and the benefits of offsets remain limited.",negative: limited_technology_transfer; minimal_job_creation; industrial_stagnation,,yaml,existing
holden_20_CMO_001,holden_20,South Africa,Strategic Defence Package,chunk_id:416466009034948,"The introduction of floating credit units, multipliers and package deals allowed companies to claim offset credits far in excess of actual investments","South Africa’s offset programme used multipliers and package deals that granted contractors large, up‑front credits; firms could fulfil obligations on paper with little real investment, undermining economic benefits and creating perverse incentives.",indirect; multipliers; package_deals,single_nation_procurement,credit_inflation; rent_seeking_brokers,"Multipliers and package deals decouple offset credits from actual investment; contractors maximise paper credits using high multipliers and generous interpretations, reducing incentives to invest in economically meaningful projects.",,limited_economic_benefits; market_distortion; rent_seeking,RQ3; RQ5,3,0.8,case_study; official_report,negative,articles.yml,offset_policy_design: indirect; multipliers; package_deals; procurement_context: single_nation_procurement,"Multipliers and package deals decouple offset credits from actual investment; contractors maximise paper credits using high multipliers and generous interpretations, reducing incentives to invest in economically meaningful projects.",negative: limited_economic_benefits; market_distortion; rent_seeking,,yaml,existing
holden_20_CMO_002,holden_20,South Africa; Sweden; United Kingdom,Denel–Saab Aerospace Project,chunk_id:416466009034948,BAE/Saab were granted $1.7 billion in offset credits for an investment of only $6.6 million; the project failed and Saab withdrew,"The Denel–Saab project received an offset multiplier of 192, enabling the contractor to claim US$1.7 billion in credits for minimal investment; lacking real commitment, the venture collapsed and transferred little technology.",co_production; multipliers; package_deals,single_nation_procurement; high_tech_sensitive,credit_inflation; programme_failure; rent_seeking_brokers,"An extremely high multiplier and up‑front credit allowed the contractor to claim completion without investing; without genuine investment and oversight, the joint venture floundered and withdrew, leaving no lasting benefits.",,programme_failure; limited_technology_transfer; economic_losses,RQ3; RQ5,2,0.7,case_study,negative,articles.yml,offset_policy_design: co_production; multipliers; package_deals; procurement_context: single_nation_procurement; high_tech_sensitive,"An extremely high multiplier and up‑front credit allowed the contractor to claim completion without investing; without genuine investment and oversight, the joint venture floundered and withdrew, leaving no lasting benefits.",negative: programme_failure; limited_technology_transfer; economic_losses,,yaml,existing
ianakiev_14_CMO_001,ianakiev_14,EU Member States,,chunk_id:430573956663769,"Offsets can be trade‑distorting, supporting inefficient local suppliers; they may also overcome barriers preventing efficient suppliers from accessing system integrators’ supply chains",Offsets have a dual character: they distort markets by propping up inefficient domestic firms yet also force prime contractors to consider emerging suppliers who might otherwise be excluded from defence supply chains.,mandatory; direct; indirect,single_nation_procurement; multinational_programme,market_distortion; supply_chain_integration_incentive,"Mandated offsets redirect procurement away from efficient producers but also oblige prime contractors to integrate new domestic firms, which can stimulate innovation and participation if absorptive capacity exists.",new_supplier_access,market_distortion; inefficiency,RQ3; RQ4; RQ5,2,0.5,theory,mixed,articles.yml,offset_policy_design: mandatory; direct; indirect; procurement_context: single_nation_procurement; multinational_programme,"Mandated offsets redirect procurement away from efficient producers but also oblige prime contractors to integrate new domestic firms, which can stimulate innovation and participation if absorptive capacity exists.",positive: new_supplier_access; negative: market_distortion; inefficiency,,yaml,existing
ianakiev_14_CMO_002,ianakiev_14,EU Member States,,chunk_id:430573956663769,Directive 2009/81/EU requires Member States to suppress mandatory offset policies; offsets cannot be award conditions and may only be justified for essential security interests,"The EU’s defence procurement directive bans economic offsets as award criteria, obliging governments to justify compensatory measures solely on national security grounds; this policy is expected to reduce the prevalence of offsets.",mandatory; voluntary,multinational_programme; export_controls_present,legal_restriction; policy_transition,"By prohibiting offsets except under security exceptions, the directive removes economic incentives for compensatory deals, pushing governments either to abandon offsets or hide them within security clauses.",improved_transparency; standardisation,reduced_offsets; hidden_practices,RQ3; RQ1,2,0.7,official_report; theory,mixed,articles.yml,offset_policy_design: mandatory; voluntary; procurement_context: multinational_programme; export_controls_present,"By prohibiting offsets except under security exceptions, the directive removes economic incentives for compensatory deals, pushing governments either to abandon offsets or hide them within security clauses.",positive: improved_transparency; standardisation; negative: reduced_offsets; hidden_practices,,yaml,existing
intro_overview_CMO_001,intro_overview,,,p. 1,An off‑the‑shelf purchase might involve compromise over the system's capability and will generate little domestic economic benefit,"Off‑the‑shelf defence purchases from foreign suppliers offer the lowest initial cost but provide almost no domestic industrial work and create a dependence on vendors for spares and upgrades, compromising capability and economic benefits.",,single_nation_procurement,supply_dependency_risk; local_industry_neglect,"Because off‑the‑shelf contracts leave all development and production work with the foreign vendor, there is no incentive to build local capacity; this limits domestic employment and makes the buyer dependent on the seller for future support and upgrades.",lower_initial_costs,limited_domestic_benefits; supply_dependency; capability_compromise,RQ1,2,0.6,theory; expert_commentary,mixed,economic_offsets_book.yml,procurement_context: single_nation_procurement,"Because off‑the‑shelf contracts leave all development and production work with the foreign vendor, there is no incentive to build local capacity; this limits domestic employment and makes the buyer dependent on the seller for future support and upgrades.",positive: lower_initial_costs; negative: limited_domestic_benefits; supply_dependency; capability_compromise,,yaml,existing
intro_overview_CMO_002,intro_overview,,,p. 2,"Restrictions are usually imposed on the type of goods eligible for inclusion towards the offset, and certain types of work might be weighted more heavily","Defence offset agreements often restrict the goods that count toward obligations and apply higher multipliers to R&D or similar activities, steering suppliers toward high‑value local work rather than low‑value purchases.",direct; indirect; R_and_D,single_nation_procurement,weighting_incentive; eligibility_constraints,"By weighting research and high‑technology work more favourably and restricting eligible goods, the purchaser encourages suppliers to invest in domestic R&D and technology transfer instead of satisfying obligations with unrelated, low‑value items.",incentivised_R&D; controlled_scope; improved_technology_transfer,,RQ2; RQ3,2,0.55,expert_commentary,positive,economic_offsets_book.yml,offset_policy_design: direct; indirect; R_and_D; procurement_context: single_nation_procurement,"By weighting research and high‑technology work more favourably and restricting eligible goods, the purchaser encourages suppliers to invest in domestic R&D and technology transfer instead of satisfying obligations with unrelated, low‑value items.",positive: incentivised_R&D; controlled_scope; improved_technology_transfer,,yaml,existing
israel_offsets_CMO_001,israel_practitioner,Israel,,pp. 37–38,"Industrial Cooperation aims to link Israeli companies with foreign technology leaders to form long‑term partnerships for subcontracting, R&D and technology transfer","Israel’s Industrial Cooperation programme encourages foreign contractors to establish long‑term partnerships with Israeli firms. These partnerships involve subcontracting, joint R&D, technology transfer, capital investment and global marketing, strengthening Israel’s defence and high‑tech industries.",technology_transfer; R_and_D; FDI,single_nation_procurement,long_term_partnership; supply_chain_integration_incentive,"By structuring offsets around collaborations and investments rather than one‑off transactions, Israel fosters enduring relationships that integrate its firms into global supply chains and promote sustained innovation.",technology_absorption; joint_R_and_D; market_access,,RQ2; RQ4,3,0.8,interview; case_study,positive,economic_offsets_book.yml,offset_policy_design: technology_transfer; R_and_D; FDI; procurement_context: single_nation_procurement,"By structuring offsets around collaborations and investments rather than one‑off transactions, Israel fosters enduring relationships that integrate its firms into global supply chains and promote sustained innovation.",positive: technology_absorption; joint_R_and_D; market_access,,yaml,existing
israel_offsets_CMO_002,israel_practitioner,Israel,,pp. 42–43,"the guidelines require a minimum of 35% offset, offer high credits for R&D and capital investment, and include no liquidated damages clause","Israel’s flexible offset guidelines mandate roughly 35% of contract value in industrial cooperation, but there are no penalty clauses. High credit multipliers encourage projects in R&D, capital investments and software, giving contractors incentives to propose high‑value initiatives.",mandatory; R_and_D; investment,single_nation_procurement,flexibility_incentive; innovation_incentive,"Low mandatory levels and generous credit for advanced activities allow contractors to pursue innovative projects with Israeli partners, enhancing mutual benefit without fear of financial penalties.",meaningful_projects; innovation,,RQ2; RQ4,2,0.7,official_report,positive,economic_offsets_book.yml,offset_policy_design: mandatory; R_and_D; investment; procurement_context: single_nation_procurement,"Low mandatory levels and generous credit for advanced activities allow contractors to pursue innovative projects with Israeli partners, enhancing mutual benefit without fear of financial penalties.",positive: meaningful_projects; innovation,,yaml,existing
israel_offsets_CMO_003,israel_practitioner,Israel,,p. 45,"legislation will make offsets mandatory, mainly targeting civil sector companies not currently covered",Israel plans to enact a law making offset obligations mandatory for civil-sector companies that currently refuse them; this extension is not expected to significantly impact defence contractors who already comply.,mandatory,single_nation_procurement,legal_requirements; scope_expansion,"By legally expanding mandatory offsets to the civil sector, the government aims to ensure broader participation in industrial cooperation and to capture economic spillovers beyond defence.",broadened_scope; industrial_base_strengthening,,RQ2,1,0.5,official_report,positive,economic_offsets_book.yml,offset_policy_design: mandatory; procurement_context: single_nation_procurement,"By legally expanding mandatory offsets to the civil sector, the government aims to ensure broader participation in industrial cooperation and to capture economic spillovers beyond defence.",positive: broadened_scope; industrial_base_strengthening,,yaml,existing
israel_offsets_CMO_004,israel_practitioner,Israel,Peace Marble/Fox fighter procurement,p. 47,offset competition spiralled to offers of 70% or more and led to concerns about domestic job losses,"During Israel’s fighter procurement competitions, bidders increased their offset offers beyond 70% to outdo rivals. This spiralling competition raised fears that direct work given abroad would displace jobs at home, prompting calls for government intervention to set limits.",mandatory; competitive,single_nation_procurement,offset_competition_escalation; job_loss_fears,"In a competitive environment, contractors offer ever‑larger offsets to win contracts. When these promises involve high levels of direct work abroad, domestic stakeholders worry about losing jobs, leading to demands for regulation.",,spiralling_obligations; domestic_job_displacement,RQ3; RQ5,3,0.7,case_study,negative,economic_offsets_book.yml,offset_policy_design: mandatory; competitive; procurement_context: single_nation_procurement,"In a competitive environment, contractors offer ever‑larger offsets to win contracts. When these promises involve high levels of direct work abroad, domestic stakeholders worry about losing jobs, leading to demands for regulation.",negative: spiralling_obligations; domestic_job_displacement,,yaml,existing
