"pair_id","theme_a_id","theme_a_label","theme_a_explanation","theme_b_id","theme_b_label","theme_b_explanation"
"P240","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs."
"P241","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes."
"P242","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets."
"P243","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs."
"P244","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P245","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P246","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P247","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P248","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P249","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P250","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P251","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P252","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P253","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P254","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P255","PM10","Offsets as supplier differentiator","When core capability requirements are fixed, offset offers differentiate suppliers and influence selection.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P256","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant."
"P257","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item."
"P258","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement."
"P259","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses."
"P260","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs."
"P261","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes."
"P262","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets."
"P263","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs."
"P264","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P265","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P266","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P267","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P268","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P269","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P270","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P271","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P272","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P273","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P274","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P275","PM11","Domestic industry influence on offsets","Domestic arms-industry influence shapes procurement demands, pushing governments to require direct offsets that effectively subsidize local military industry.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P276","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item."
"P277","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement."
"P278","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses."
"P279","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs."
"P280","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes."
"P281","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets."
"P282","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs."
"P283","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P284","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P285","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P286","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P287","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P288","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P289","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P290","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P291","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P292","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P293","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P294","PM12","Development-oriented indirect offset design","Specifying development-oriented indirect offsets and emphasizing transparency increases the likelihood that promised activities are realized and development-relevant.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P295","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement."
"P296","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses."
"P297","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs."
"P298","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes."
"P299","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets."
"P300","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs."
"P301","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P302","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P303","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P304","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P305","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P306","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P307","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P308","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P309","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P310","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P311","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P312","PM13","Offsets shift competition to bundled content","Requiring offset packages redirects competition away from price/quality and toward bundled content, even when that content is unrelated to the procured item.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P313","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses."
"P314","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs."
"P315","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes."
"P316","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets."
"P317","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs."
"P318","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P319","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P320","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P321","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P322","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P323","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P324","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P325","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
"P326","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM28","Exporter networks reduce market entry costs","Large exporters’ established distribution networks lower market-penetration costs for buyer-country products compared to what domestic firms could achieve alone."
"P327","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM29","Bundled contracting reduces transaction costs","Offsets can be embedded in complex bundles that lower transaction costs and reallocate rents under market imperfections."
"P328","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM30","Second-best offsets distort allocation","Using offsets as substitutes for broader macro or trade reforms distorts resource allocation and locks in inefficient sector-specific fixes."
"P329","PM14","Rent extraction via offset requirements","Offset policy compels suppliers to transfer economic activity domestically, extracting rents from the price margin and enabling governments to pursue multiple objectives through procurement.","PM31","Labour rents drive opposition to offsets","Anticipated losses of employment and labour-market rents motivate unions to oppose offsets and seek regulation that limits production shifting."
"P330","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM16","Offsets justified in high-hazard exchanges","Offsets can substitute for poorly functioning markets in high-hazard exchanges and yield reputational or capability gains; imposing offsets in low-hazard contexts or misaligned with seller capabilities creates opportunity costs and raises costs."
"P331","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM17","Administrative burden and rent-seeking","Offset regimes can generate administrative burdens and rent-seeking, including proposal overload, superficial evaluation criteria, and discretionary behaviour that raises costs without improving transfer outcomes."
"P332","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM18","Objective ambiguity undermines evaluation","Mixed objectives and unclear incidence of benefits make it difficult to specify evaluation criteria and determine net beneficiaries of mandated offsets."
"P333","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM19","Supplier coaching and reputational certification","Suppliers teach efficient routines to control costs and quality, and successful completion provides reputational certification that lowers domestic firms’ market-entry transaction costs."
"P334","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM20","Alliance incentives via offset waivers","Governments use bargaining power or offset waivers to encourage alliances, boosting investment and reputational capital while preserving competitive selection."
"P335","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM21","Market access conditioned on reciprocity","Requiring reciprocal activity as a condition of market access imposes trade-restricting requirements on exporters."
"P336","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM22","Offsets reveal local supplier capability","Local content requirements compel primes to search for and engage domestic suppliers, reducing information imperfections about local capability."
"P337","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM23","Sourcing persists only when viable","Offset-induced sourcing ends when obligations expire unless continued local production is economically worthwhile, so effects may be temporary."
"P338","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM24","Indirect offsets stimulate targeted exports","Indirect offsets that require exporter purchases act like sector-specific price adjustments, stimulating exports in targeted sectors."
"P339","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM25","Opacity enables price discrimination","Lower visibility of offset-related pricing permits price discrimination or dumping in world markets that would be harder under transparent pricing."
"P340","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM26","Buyback hostage aligns incentives","Buyback obligations make sellers responsible for absorbing output, aligning incentives to avoid transferring obsolete technology that would undermine buyback viability."
"P341","PM15","Flexibility reduces mandate diseconomies","Rigid, one-size mandates constrain negotiation and force offsets where market exchange would be superior, creating diseconomies of scale and scope; variable policies increase flexibility and reduce these losses.","PM27","Depreciation drives tech licensing","As technologies depreciate, sellers are incentivized to license them via offsets to monetise value before it declines further."
