chunk_id,file_id,outcome_statement,topic,umap_0,umap_1
01_introduction_and_overview_pdf__cmo_009,01-introduction-and-overview.pdf,"A strong, technologically advanced, and more self-reliant defence industrial base develops alongside improved security of supply.",0,4.38304,7.8452563
01_introduction_and_overview_pdf__cmo_010,01-introduction-and-overview.pdf,Licensing/technology transfer proceeds despite the risk of creating future competitors.,13,7.3265367,10.006127
01_introduction_and_overview_pdf__cmo_011,01-introduction-and-overview.pdf,"Offset-driven capacity-building occurs, but the extent to which recipients can exploit transferred technologies depends on their starting technology level and human-resource constraints.",11,7.8124876,9.448865
01_introduction_and_overview_pdf__cmo_012,01-introduction-and-overview.pdf,Offset policy supports domestic industrial/technology priorities and reduces political resistance to major foreign buys.,22,8.480136,7.874988
01_introduction_and_overview_pdf__cmo_013,01-introduction-and-overview.pdf,Policy shifts away from offsets toward joint development/production to reduce implementation frictions while preserving industrial participation volume.,15,8.066631,8.685564
01_introduction_and_overview_pdf__cmo_014,01-introduction-and-overview.pdf,Industrial collaboration is expected to become more durable and capability-relevant than under purely obligation-driven offset placements.,15,7.8125896,8.533736
01_introduction_and_overview_pdf__cmo_015,01-introduction-and-overview.pdf,Offsets become more prominent and can be decisive in determining which product is purchased.,7,8.313821,6.6603336
01_introduction_and_overview_pdf__cmo_016,01-introduction-and-overview.pdf,The purchaser acquires the needed platform while providing some compensation/support to domestic industry without full domestic production.,6,6.2339025,7.7989707
01_introduction_and_overview_pdf__cmo_017,01-introduction-and-overview.pdf,"Purchases/work placements may continue after formal fulfilment, extending relationships but also potentially decoupling activity from current procurement needs.",-1,7.083084,6.850809
01_introduction_and_overview_pdf__cmo_018,01-introduction-and-overview.pdf,"Offsets persist over time despite political efforts to curtail them, and attempts at unilateral limitation are ineffective.",4,9.952498,7.790298
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_001,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,Estimates of countertrade/offset prevalence and patterns are approximate and may be unreliable for policy evaluation.,10,10.346679,7.986736
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_002,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,Imports proceed while reciprocal transactions are used to manage hard-currency constraints and potentially generate additional exports.,6,6.552914,8.210435
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_003,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,"Trade can continue under foreign-exchange constraint without an overt exchange-rate change, with countertrade terms absorbing adjustment.",-1,8.251879,7.489217
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_004,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,Firms can dispose of surplus output or enter markets at effectively lower prices without formally violating price norms or agreements.,6,6.4697337,7.5656643
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_005,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,"Countertrade goods are sold with lower marketing/search costs, increasing feasibility of reciprocal deals in markets with frictions.",-1,7.9965487,6.9164567
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_006,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,Output may command higher prices and/or gain access in Western markets relative to scenarios without such a quality signal.,6,6.4889255,7.7886214
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_007,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,Recipients face reduced risk of receiving substandard technology packages compared with a one-off sale under severe information asymmetry.,7,8.848709,6.2309866
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_008,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,Technology transfer and plant delivery proceed under constraints that otherwise block or weaken standard contracting/ownership solutions.,23,7.301564,9.879661
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_009,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,"Trade-balance uncertainty declines, reducing the risk that volatile export demand disrupts domestic production plans.",-1,5.8716917,9.173767
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_010,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,"Procurements incorporate industrial participation requirements aimed at domestic jobs, technology acquisition, and broader economic activity.",12,5.8150253,7.5490603
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_011,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,Technology transfer is more likely to be implemented effectively than under a stand-alone purchase with weaker vendor incentives.,13,7.3492823,10.016347
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_012,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,"Unit costs fall and domestic firms become more internationally competitive, potentially supporting an indigenous defence industrial base.",0,4.70968,7.7914696
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_013,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,"Domestic firms gain exposure, contracts, and potential footholds in otherwise hard-to-enter export markets.",6,6.246559,8.157235
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_014,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,"Net employment effects may be limited, while employment is redistributed and comparative advantage is weakened.",-1,6.625235,9.172161
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_015,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,Offset requirements persist as politically attractive instruments even when their economic efficiency is contested.,-1,9.509572,7.9792714
02_countertrade_and_offsets_an_overview_of_the_theory_and_evidence_pdf__cmo_016,02-countertrade-and-offsets-an-overview-of-theory-and-evidence.pdf,The evidence base remains thin and policymakers lack robust quantitative estimates of effectiveness.,10,10.356382,8.05033
03_the_defence_offsets_policy_in_australia_pdf__cmo_001,03-the-defence-offsets-policy-in-australia.pdf,"Defence procurement incorporates domestic industrial participation to secure maintain/repair/modify capability, even when it is not the lowest-cost option.",0,4.8580327,7.1285563
03_the_defence_offsets_policy_in_australia_pdf__cmo_002,03-the-defence-offsets-policy-in-australia.pdf,Offsets packages may be less aligned with purchaser priorities and can impose higher total costs than a flexible bargain for price/quality and needed support.,7,8.50468,6.5724907
03_the_defence_offsets_policy_in_australia_pdf__cmo_003,03-the-defence-offsets-policy-in-australia.pdf,Offsets implementation becomes uneven and harder to manage and evaluate because parties do not share a stable definition of obligations.,4,10.130018,7.5808764
03_the_defence_offsets_policy_in_australia_pdf__cmo_004,03-the-defence-offsets-policy-in-australia.pdf,Policy shifts toward mandatory offsets to increase certainty of industrial participation delivery.,22,8.181679,8.533357
03_the_defence_offsets_policy_in_australia_pdf__cmo_005,03-the-defence-offsets-policy-in-australia.pdf,"Large procurements with substantial imported content generate standardized offsets obligations (e.g., a defined percent of imported content).",18,6.741144,7.0821805
03_the_defence_offsets_policy_in_australia_pdf__cmo_006,03-the-defence-offsets-policy-in-australia.pdf,"Offset portfolios shift toward credited high-priority categories (e.g., R&D and approved training) relative to activities without multipliers.",16,10.102659,5.82231
03_the_defence_offsets_policy_in_australia_pdf__cmo_007,03-the-defence-offsets-policy-in-australia.pdf,Project Deeds (and related instruments) are used to enforce offsets obligations independently of the main contract lifecycle.,1,10.122325,6.739291
03_the_defence_offsets_policy_in_australia_pdf__cmo_008,03-the-defence-offsets-policy-in-australia.pdf,"Suppliers have incentives to invest earlier in longer-term, commercially viable industrial activity rather than only responding narrowly to a single procurement obligation.",2,6.5753384,7.374563
03_the_defence_offsets_policy_in_australia_pdf__cmo_009,03-the-defence-offsets-policy-in-australia.pdf,"Offset credits are more likely to be awarded to additional capability-relevant work (and less likely to count routine marketing/support activity), improving additionality relative to looser schemes.",16,10.121756,5.80037
03_the_defence_offsets_policy_in_australia_pdf__cmo_010,03-the-defence-offsets-policy-in-australia.pdf,Administrative burden from offsets management decreases and offsets obligations are triggered less often for small contracts.,1,9.862643,6.5416064
03_the_defence_offsets_policy_in_australia_pdf__cmo_011,03-the-defence-offsets-policy-in-australia.pdf,Supplier effort and claimed offsets value are steered toward Defence-prioritised projects rather than solely toward particular categories of offset activity.,3,6.951691,6.163186
03_the_defence_offsets_policy_in_australia_pdf__cmo_012,03-the-defence-offsets-policy-in-australia.pdf,Offsets compliance and accountability increase relative to regimes without pre-agreed damages.,10,10.257221,7.343563
03_the_defence_offsets_policy_in_australia_pdf__cmo_013,03-the-defence-offsets-policy-in-australia.pdf,"Formal offsets obligations diminish, but actual industrial participation depends more on supplier follow-through and the threat of reverting to offsets accounting.",1,9.471568,6.9012547
03_the_defence_offsets_policy_in_australia_pdf__cmo_014,03-the-defence-offsets-policy-in-australia.pdf,"Offsets deliverables are less tightly coupled to strategic sustainment priorities, motivating shifts toward customer-driven procurement mechanisms and clearer capability priority setting.",2,7.955745,6.4773674
03_the_defence_offsets_policy_in_australia_pdf__cmo_015,03-the-defence-offsets-policy-in-australia.pdf,"Offsets can impose real costs on taxpayers even when nominal contract prices appear unchanged, and the net value of offsets to Defence may be overstated.",3,7.24846,5.9704022
03_the_defence_offsets_policy_in_australia_pdf__cmo_016,03-the-defence-offsets-policy-in-australia.pdf,"Offsets programmes impose non-trivial administrative costs, reducing net benefits relative to a counterfactual with simpler procurement arrangements.",2,7.9552584,6.267617
03_the_defence_offsets_policy_in_australia_pdf__cmo_017,03-the-defence-offsets-policy-in-australia.pdf,"Reported acquittal rates provide only rough indications of performance, limiting confident policy evaluation.",10,10.552475,7.9628043
03_the_defence_offsets_policy_in_australia_pdf__cmo_018,03-the-defence-offsets-policy-in-australia.pdf,Offsets obligations decline as a share of defence capital procurement when local content increases and imports fall.,-1,5.960817,6.646298
03_the_defence_offsets_policy_in_australia_pdf__cmo_019,03-the-defence-offsets-policy-in-australia.pdf,Mandatory in-kind offsets policies are inefficient and can handicap the buyer relative to flexible negotiation.,14,8.448324,6.3073816
03_the_defence_offsets_policy_in_australia_pdf__cmo_020,03-the-defence-offsets-policy-in-australia.pdf,Mandatory offsets persist over time for essentially political reasons even when efficiency arguments favour flexibility or price discounts.,-1,9.066343,7.276941
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_001,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Defence purchases are paired with compensations intended to preserve jobs and support domestic industrial capacity.,0,4.987134,6.929025
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_002,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,"Offsets are prioritised for expected macroeconomic gains (employment, growth, balance of payments) rather than for cost-minimising procurement.",2,8.0553255,6.4071016
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_003,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Contractors propose additional economic-compensation activities alongside the core defence sale.,0,4.86734,6.985078
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_004,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Indirect offsets enable participation and claimed benefits across a wider set of civilian sectors beyond the procured item.,21,7.0184793,6.001712
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_005,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Industrial cooperation is short-lived and does not reliably become durable collaboration.,23,7.487572,8.996005
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_006,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,"Offsets contribute to long-run inefficiency, weakening industrial renewal and delaying rationalisation.",22,8.645835,7.4253306
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_007,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,"Overcapacity and offset dependency persist, masking shortcomings and inhibiting restructuring.",4,9.338924,7.1716113
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_008,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,"Some defence firms become structurally offset-dependent, which weakens long-run competitiveness.",0,4.8790736,7.59487
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_009,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,"Reported fulfillment can overstate incremental economic benefit, reducing evaluability and effectiveness.",4,9.413737,6.613634
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_010,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,"Offset crediting can include non-additional activity, diluting real economic impact.",16,10.129386,5.739691
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_011,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Offset accounting can overstate delivered value and reduce substantive transfer/benefit.,4,9.403459,6.5242715
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_012,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,"Belgium pays substantial cost penalties for equipment associated with offsets, reducing scarce defence purchasing power.",3,7.3972073,6.0635304
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_013,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Offset policy can reduce defence capability purchasing power unless other departments share costs consistent with the economic objectives.,3,6.6481814,6.0786195
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_014,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,"Stronger governance increases the likelihood offsets deliver additional, enforceable benefits rather than inflated or low-value compliance.",-1,9.405141,6.4409623
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_015,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Offset fulfillment is monitored in ways intended to reduce non-additional crediting and improve traceability of benefits.,4,10.18155,7.055619
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_016,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Regionalisation contributes to excess capacity and slower procurement/offset processes.,2,6.9823503,7.496388
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_017,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Coordinated procurement yields improved offsets arrangements relative to isolated national purchases.,2,7.2226257,6.7647557
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_018,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Belgium becomes the principal beneficiary of F-16 offsets relative to other buying partners.,3,7.4092293,6.0007257
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_019,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,The Belgian F-16 procurement experiences a large cost overrun attributed mainly to offsets.,3,7.421051,6.0461307
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_020,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,The Cobra prototype effort fails technically and Belgium ends up short of required vehicles.,-1,5.3253865,8.572575
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_021,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Offset performance is shaped by penalty-backed compliance and by political negotiation over acceptability of claimed offsets.,10,10.263472,7.3220487
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_022,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,Long-run economic effects are negative when plants cannot be rationalised and inputs/outputs are moved inefficiently across regions.,5,6.806508,8.743314
04_offsets_and_weapons_procurement_the_belgium_experience_pdf__cmo_023,04-offsets-and-weapons-procurement-the-belgium-experience.pdf,The AIFV programme experiences a very large cost overrun attributed essentially to offsets.,3,7.315256,5.98978
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_001,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Canadian defence procurement and offsets/IRBs are driven more by domestic political-economy objectives than by security considerations.,24,4.9678,6.60907
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_002,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,"Procurement priorities, product selection, and contract requirements are shaped by political-economic objectives and inter-bureaucratic bargaining.",12,5.65873,7.3349586
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_003,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,"Offsets/IRBs are used as instruments of industrial and regional policy, contributing to inefficient allocation of limited defence resources.",3,6.1165347,6.138262
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_004,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Canadian defence industry specialises in high-technology niches (electronics/aerospace) and depends on relationships with US producers.,24,4.7422876,6.783723
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_005,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Canada begins formulating a defence offset/IRB approach in the mid-1970s focused on extracting domestic benefits from foreign suppliers.,24,4.898272,6.5293045
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_006,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Research and evaluation are impeded by limited disclosure and reluctance to discuss offset policy openly.,10,10.356591,8.078223
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_007,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Canadian content becomes a fundamental criterion for platform choice where technical equivalence exists.,24,4.8051276,6.67231
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_008,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,"Defence procurement environment is altered in favour of Canadian content, with additional costs borne by DND relative to cost-minimising sourcing.",24,4.9395194,6.7371507
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_009,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Direct industrial participation and technology-transfer outcomes are constrained and often fail to materialise as promised.,23,7.227177,9.823236
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_010,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Procurement decisions incorporate significant political motives alongside (and sometimes against) military considerations.,12,5.5253906,7.253473
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_011,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,"Offset packages become the central competitive dimension in selection processes, influencing outcomes.",2,7.7018986,6.655992
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_012,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Regional politics influence selection outcomes and the distributional design of industrial benefits.,6,6.093602,7.6925774
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_013,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Offset packages overstate incremental value and deliver limited technology transfer and long-term benefits.,7,8.671867,6.7528625
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_014,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Canada absorbs substantial additional costs associated with offsets packages.,7,7.9599943,5.9836745
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_015,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Canadian IRB policy is redesigned to prioritise long-term direct benefits and export viability rather than maximising nominal offset percentages.,24,4.9807644,6.5094414
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_016,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Industrial participation goals shape procurement structure and can introduce inefficiencies and reduced competition.,12,5.7798386,7.413063
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_017,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Regional distribution goals can reduce the depth of technology transfer and limit export-viable capability development outside central industrial hubs.,6,6.012494,8.423748
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_018,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Cancellation disrupts capability planning and can increase long-run costs and delays despite short-term political gains.,25,8.53368,8.927846
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_019,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,The long-run cost may exceed the original EH-101 decision due to duplicated capabilities and additional procurement costs.,24,5.1153426,6.3938093
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_020,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,EH-101 IRB design includes higher guarantees and greater technology transfer potential than typical proven-platform buys.,24,5.086418,6.3895645
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_021,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Canadian firms are positioned to capture follow-on production and electronics work on future EH-101 sales if they remain competitive.,24,5.0672083,6.389227
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_022,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,"Past IRB packages shape and constrain future contracting options (e.g., Paramax moving from CPF benefits to EH-101 prime roles).",24,5.104108,6.4025946
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_023,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,"Canadian defence-industry ownership becomes more foreign (especially American), partially driven by IRB/offset demands.",24,4.9181385,6.5817256
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_024,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,Military capability can be degraded or delayed because resources are diverted to deliver IRB objectives.,20,5.5048127,6.5080967
05_in_search_of_a_strategy_the_evolution_of_canadian_defence_industrial_and_regional_benefits_policy_pdf__cmo_025,05-in-search-of-a-strategy-the-evolution-of-canadian-defence-industrial-and-regional-benefits-policy.pdf,"IRB strategy oscillates between efficiency (supporting strong firms) and political distribution goals, creating persistent conflict and inconsistency.",24,5.091579,6.4681206
06_offsets_and_french_arms_exports_pdf__cmo_001,06-offsets-and-french-arms-exports.pdf,"Offsets become a central, widely used tool for securing arms export contracts and grow in importance over time.",-1,7.355991,7.793155
06_offsets_and_french_arms_exports_pdf__cmo_002,06-offsets-and-french-arms-exports.pdf,Financial-risk sharing increases attractiveness of export offers and supports contract award.,6,6.602574,8.119549
06_offsets_and_french_arms_exports_pdf__cmo_003,06-offsets-and-french-arms-exports.pdf,Analysis and evidence-based assessment of offsets effectiveness is constrained.,10,10.258583,7.732017
06_offsets_and_french_arms_exports_pdf__cmo_004,06-offsets-and-french-arms-exports.pdf,Arms sales proceed with reduced upfront hard-currency payment and increased reciprocal trade.,5,5.45831,10.35371
06_offsets_and_french_arms_exports_pdf__cmo_005,06-offsets-and-french-arms-exports.pdf,Commodity exports to the seller (or its nominated buyers) increase as part of the arms sale package.,5,5.465683,10.329156
06_offsets_and_french_arms_exports_pdf__cmo_006,06-offsets-and-french-arms-exports.pdf,"Arms-payment obligations are serviced via oil flows rather than cash, sustaining exports under debt and liquidity constraints.",5,5.5539603,10.185838
06_offsets_and_french_arms_exports_pdf__cmo_007,06-offsets-and-french-arms-exports.pdf,Offset packages evolve from crude-oil repayment toward more development-oriented petrochemical offsets.,7,8.336801,6.730944
06_offsets_and_french_arms_exports_pdf__cmo_008,06-offsets-and-french-arms-exports.pdf,"Domestic suppliers gain sales/orders linked to defence purchases, including explicit shares of the offset devoted to counterpurchase.",0,6.981042,6.68889
06_offsets_and_french_arms_exports_pdf__cmo_009,06-offsets-and-french-arms-exports.pdf,Offsets fulfillment is contested and slowed when local suppliers cannot meet demanded quality levels.,14,8.614826,6.241447
06_offsets_and_french_arms_exports_pdf__cmo_010,06-offsets-and-french-arms-exports.pdf,Offset packages shift toward services to improve fulfillment feasibility.,7,8.2894945,6.7275925
06_offsets_and_french_arms_exports_pdf__cmo_011,06-offsets-and-french-arms-exports.pdf,"Purchasers secure sales for their products/assets as part of the offset package, enabling contract completion.",3,7.822848,6.14071
06_offsets_and_french_arms_exports_pdf__cmo_012,06-offsets-and-french-arms-exports.pdf,"Offsets are used to shift the timing and composition of payments, easing balance-of-payments constraints.",-1,9.418179,6.498524
06_offsets_and_french_arms_exports_pdf__cmo_013,06-offsets-and-french-arms-exports.pdf,Deferred-offset delivery is less reliable and can lag or fail to materialise.,1,8.801289,6.3035173
06_offsets_and_french_arms_exports_pdf__cmo_014,06-offsets-and-french-arms-exports.pdf,"Local subcontracting and manufacturing agreements generate domestic employment and, in some cases, technology-transfer pathways.",12,6.0731063,8.021672
06_offsets_and_french_arms_exports_pdf__cmo_015,06-offsets-and-french-arms-exports.pdf,Offset disputes can trigger payment stoppages and renegotiation pressure.,-1,9.22843,6.344166
06_offsets_and_french_arms_exports_pdf__cmo_016,06-offsets-and-french-arms-exports.pdf,Offsets generate sustained employment and support capability through local maintenance arrangements.,3,7.5803,7.0738945
06_offsets_and_french_arms_exports_pdf__cmo_017,06-offsets-and-french-arms-exports.pdf,Component-offset delivery can be delayed or reduced when local suppliers struggle to meet required quality standards.,14,8.644584,6.1564846
06_offsets_and_french_arms_exports_pdf__cmo_018,06-offsets-and-french-arms-exports.pdf,"Technology transfer becomes a prominent component of offset packages, shaping industrial capability development trajectories.",11,7.6982994,9.213974
06_offsets_and_french_arms_exports_pdf__cmo_019,06-offsets-and-french-arms-exports.pdf,"Offsets finance local industrial development and factory creation, with large reinvestment targets.",27,6.217923,8.670499
06_offsets_and_french_arms_exports_pdf__cmo_020,06-offsets-and-french-arms-exports.pdf,Offset execution becomes institutionalised through permanent on-the-ground capability to generate qualifying projects.,4,9.651124,7.4180226
06_offsets_and_french_arms_exports_pdf__cmo_021,06-offsets-and-french-arms-exports.pdf,Favourable financing packages can be decisive in winning arms sales.,5,5.4197636,10.353163
06_offsets_and_french_arms_exports_pdf__cmo_022,06-offsets-and-french-arms-exports.pdf,"It becomes difficult to determine which transaction offsets which, complicating evaluation and governance.",10,10.28347,7.94968
06_offsets_and_french_arms_exports_pdf__cmo_023,06-offsets-and-french-arms-exports.pdf,Procurement outcomes are shaped by political inducements beyond industrial or financial terms.,12,5.688097,7.3367815
06_offsets_and_french_arms_exports_pdf__cmo_024,06-offsets-and-french-arms-exports.pdf,"Offsets become an essential and increasingly unavoidable element of arms export contracting, with more emphasis on technology transfer in emerging industrial markets.",-1,7.191596,8.384798
06_offsets_and_french_arms_exports_pdf__cmo_025,06-offsets-and-french-arms-exports.pdf,"French import offsets are handled case-by-case and there is little pressure for a formal, well-defined offsets policy.",18,8.133766,8.244176
