"source_yaml","source_file","cmo_id","context","mechanism","outcome","context_tags_raw","mechanism_tags_raw","outcome_tags_raw","context_tags","mechanism_tags","outcome_tags","programme","country","evidence_type","evidence_type_narrative","research_questions_mapped","supporting_evidence","supporting_evidence_paraphrase","confidence","confidence_justification","mechanism_theme_keys","mechanism_theme_labels"
"arms_trade_offsets_chapters.yml","13-offsets-and-the-development-of-the-brazilian-arms-industry.pdf","13_offsets_and_the_development_of_the_brazilian_arms_industry_pdf__cmo_023","Major naval and submarine projects require advanced foreign technology, large capital outlays, and long timelines.","Collaboration and personnel exchange can build indigenous capability, but project complexity and lack of export orders drive cost inflation and delays.","Naval capability improves, but at high resource cost and with significant schedule/cost overruns.","naval_programmes;capital_intensive_projects","personnel_exchange;complexity_cost_inflation","improved_naval_capability;cost_and_delay_overruns","capital_intensive_projects;naval_program","capability_complexity;workforce_training","cost_and_delay_overruns;improved_naval_capability","naval_vessels","brazil","case_study","A qualitative case chapter tracing Brazil’s arms-industry development and the role of offsets/technology transfer across sectors (aerospace, helicopters, naval), with illustrative deal examples and secondary-source references.","rq3;rq5","serious cost inflation and delays","The chapter describes naval/submarine collaboration as capability-building through assistance and training, but emphasizes serious cost inflation and delays, supporting a mechanism where complexity and insufficient market scale raise costs.","high","The text explicitly links collaboration to capability gains while also emphasizing cost inflation and delays.","resource_diversion_industrial_erosion;technology_transfer_learning","Resource diversion / industrial erosion;Technology transfer / learning-by-doing"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_001","Argentina is a small-to-medium buyer with slow-growing fiscal revenues facing rapidly rising unit costs of major weapon systems.","As weapon unit costs grow faster than fiscal capacity, procurement quantities shrink, reducing production runs and undermining the scale economies needed for domestic defense production.","The domestic defense industrial base declines and becomes largely non-viable beyond limited licensed production and repair.","fiscal_constraint;rising_unit_costs;small_market","military_malthusianism;scale_economy_squeeze","industrial_decline;limited_viable_production","fiscal_constraint;rising_unit_costs;small_market","economies_of_scale","industrial_decline;limited_viable_production","unknown_programme","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3;rq5","an ever wider gap is opened between the unit cost of military equipment and the country’s ability to acquire systems","The chapter argues that unit cost escalation outpaces fiscal growth, shrinking quantities and squeezing smaller producers, which supports a mechanism linking affordability dynamics to industrial decline.","high","The mechanism is explicitly theorized and directly linked to outcomes for smaller purchasers/producers like Argentina.","supply_chain_integration_trusted_partnering","Supply-chain integration / trusted partnering"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_002","LDCs face a security dilemma where using obsolete or second-best systems is judged operationally unacceptable.","The need to match modern adversary capabilities pushes buyers toward expensive modern systems, while small-scale domestic production cannot compete on cost, forcing reliance on imports or niche/obsolete production.","Attempts to sustain local production of non-competitive platforms yield poor military and economic payoff.","ldc_security_dilemma;obsolescence_risk","competitive_edge_pressure;noncompetitive_domestic_production","weak_cost_effectiveness;import_dependence_pressure","ldc_security_dilemma;obsolescence_risk","less_efficient_suppliers;military_priority","import_dependence_pressure;weak_cost_effectiveness","ia_63_pampa","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq1;rq3","the deployment of less than modern forces... would put that country at a severe disadvantage in case of war","The author argues that accepting less-modern systems is operationally risky for LDCs, supporting a mechanism where the security dilemma drives expensive modernization and undermines viability of small-scale domestic production choices.","high","The security-competitiveness logic and its implication for LDC production choices are explicitly stated.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_003","Argentina’s military-run industries depended on periods when state subsidies were fiscally feasible, but the broader economy later declined.","When fiscal space tightens, subsidies and sustained demand fall, preventing “infant” defense industries from maturing into commercially viable enterprises.","Military-run defense industries collapse and are privatized or liquidated.","subsidy_dependence;economic_decline","fiscal_space_contraction","industry_collapse;privatization_wave","economic_decline;subsidy_dependence","economic_pressure","industry_collapse;privatization_wave","unknown_programme","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq5;rq3","These “infant industries” never grew up.","The chapter argues Argentina’s military-run industries only prospered when subsidies were feasible and otherwise followed the economy into decline, supporting a mechanism where subsidy dependence prevents maturation and leads to collapse/privatization.","high","The author makes the causal argument explicitly and links it to observed sectoral collapse and privatization.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_004","Argentina adopted neoliberal privatization in the 1990s amid fiscal stress and external debt pressures.","Selling or conceding defense-industrial assets provides short-term fiscal relief and shifts operational responsibilities to private actors.","Most military-run industrial/arms-producing sectors are transferred, liquidated, or privatized.","fiscal_crisis;neoliberal_reforms","asset_divestiture","defense_industry_privatization","fiscal_crisis;neoliberal_reforms","economic_pressure","defense_industry_privatization","unknown_programme","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3;rq5","The reasons are to be found... along with the fiscal needs of the state","The chapter attributes the 1990s privatization of military-run industries to neoliberal ideology and fiscal needs related to deficits and debt, supporting a mechanism where fiscal crisis drives divestiture.","high","The causal drivers and the privatization outcome are directly described.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_005","Argentina conceded its aircraft plant to Lockheed Martin (LMAASA) to refurbish A-4 Skyhawks and provide maintenance services.","A concession contract provides revenue and work packages to sustain a domestic maintenance/upgrade facility even when new indigenous production is not viable.","Aircraft maintenance and upgrade activity persists as a remaining form of defense-industrial participation.","concession_contract;sustainment_focus","service_based_industrial_participation","sustained_mro_activity","concession_contract;sustainment_focus","capability_sustainment","sustained_mro_activity","a_4_skyhawk","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq1;rq2","task as the reconditioning... of the 36 used A-4 Skyhawks","The chapter describes the Lockheed concession as centered on reconditioning A-4 Skyhawks and providing maintenance, supporting a mechanism where MRO work packages sustain limited industrial capability.","high","The contractual tasking and the linkage to remaining defense production are explicitly described.","technology_transfer_learning","Technology transfer / learning-by-doing"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_006","Argentina experienced a sharp devaluation after January 2002 while the LMAASA contract was denominated in pesos.","Currency devaluation reduces the real (USD-equivalent) value of government payments, increasing contract risk and prompting renegotiation or exit threats.","Investment and continuity of the offset-style concession become uncertain and may revert to public control.","macroeconomic_volatility;currency_devaluation","payment_real_value_shock;renegotiation_pressure","contract_instability;investor_wariness","currency_devaluation;macroeconomic_volatility","agreement_failure","contract_instability;investor_wariness","lmaasa_concession","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3;rq5","the peso is floating, and in mid-2003 was at P$2.90 per US dollar","The chapter explains that devaluation sharply reduced the USD-equivalent contract value, supporting a mechanism where macro volatility destabilizes industrial participation contracts and creates reversion risk.","high","The devaluation facts and the implied contract instability are explicitly discussed.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_007","The LMAASA contract guarantees spare-parts production only for a short window after maintenance begins.","Limited spare-parts guarantees reduce confidence in long-term supportability for potential external customers.","Prospects for long-term international clients and exports of Argentine-supported equipment are weakened.","short_support_commitment;export_marketing","supportability_risk","reduced_export_viability","export_marketing;short_support_commitment","capability_sustainment","reduced_export_viability","lmaasa_concession","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq1;rq3","production of spare parts for (only) 180 days","The chapter notes the short spare-parts guarantee period and argues this would affect long-term contracts with international clients, supporting a mechanism where weak sustainment commitments reduce export viability.","high","The contractual guarantee and its implications are explicitly stated.","technology_transfer_learning","Technology transfer / learning-by-doing"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_008","Large layoffs and salary differentials led skilled aerospace personnel to retire or migrate (including to Brazil’s Embraer).","Loss of specialized human capital reduces production quality, R&D capability, and credibility with prospective export customers.","The plant’s competitiveness and ability to sustain an aircraft production strategy deteriorate.","human_capital_loss;wage_competition","brain_drain;capability_erosion","reduced_competitiveness;weakened_r_and_d_capacity","human_capital_loss;wage_competition","capability_erosion","reduced_competitiveness;weakened_r_and_d_capacity","lmaasa_concession","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq2;rq5","Much of the specialized human capital either went into retirement or migrated to Embraer in Brazil.","The chapter links layoffs and low remuneration to migration of skilled staff to Embraer, supporting a mechanism where brain drain undermines the capabilities needed for competitive production and exports.","high","The human-capital loss is explicitly described and directly tied to future competitiveness concerns.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_009","The renewed IA-63 Pampa assembly line has high fixed costs and small expected production runs.","Without large orders, average unit costs remain high; exports are required to reach break-even quantities, but market and credibility constraints impede exports.","Licensed production is unlikely to be cost efficient and export prospects are judged improbable.","high_fixed_costs;small_production_run","scale_break_even_requirement","high_unit_cost;export_improbable","high_fixed_costs;small_production_run","economies_of_scale","export_improbable;high_unit_cost","ia_63_pampa","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3;rq5","it is estimated that 100 aircraft must be produced and sold","The chapter states that break-even requires production/sales of around 100 aircraft and argues export hopes are largely wishful due to dated technology, scale costs, and supportability doubts.","high","The scale threshold and the author’s assessment of export improbability are explicitly stated.","supply_chain_integration_trusted_partnering","Supply-chain integration / trusted partnering"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_010","The IA-63 Pampa fleet is extremely small, with few units in existence globally.","Very small fleet size raises unit costs and creates uncertainty about long-term spare parts supply, discouraging buyers and undermining sustainment economics.","Export sales are unlikely and the platform’s sustainment costs remain high.","tiny_fleet_size;spare_parts_uncertainty","sustainment_economics_failure","export_unlikely;high_sustainment_costs","spare_parts_uncertainty;tiny_fleet_size","economies_of_scale","export_unlikely;high_sustainment_costs","ia_63_pampa","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq1;rq3","There exist only 15 in the world.","The chapter emphasizes the Pampa’s tiny fleet size and links it to high unit cost and uncertain spares, supporting a mechanism where scale limits sustainment and exportability.","high","The fleet-size fact and its implications are stated explicitly.","supply_chain_integration_trusted_partnering","Supply-chain integration / trusted partnering"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_011","Argentina lacked regional common defense planning and scale-sharing for aircraft production, maintenance, and repair.","Without regional coordination, Argentina cannot pool demand or harmonize support arrangements needed to achieve economies of scale.","Licensed aircraft production remains cost-inefficient and strategically fragile.","lack_of_regional_planning;fragmented_demand","demand_pooling_absent","persistent_scale_penalty","fragmented_demand;lack_of_regional_planning","economies_of_scale","persistent_scale_penalty","ia_63_pampa","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq2;rq4","common defense planning should have been attempted","The author argues that regional planning could have supported scale in production/maintenance, and that lacking such coordination, licensed aircraft production in Argentina is hard to make cost efficient.","medium","This is presented as a counterfactual recommendation rather than an observed implemented policy outcome.","supply_chain_integration_trusted_partnering","Supply-chain integration / trusted partnering"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_012","Offset agreements create bargaining demands that require specialized expertise from the buyer side.","A knowledgeable negotiating team can secure more favorable, capability-relevant terms and reduce asymmetric-information risks in offset contracting.","Where negotiation capacity is insufficient, offset arrangements deliver weaker benefits.","negotiation_capacity;buyer_expertise","bargaining_power;information_asymmetry_management","improved_terms_when_expert;weaker_benefits_when_not","buyer_expertise;negotiation_capacity","information_asymmetry","improved_terms_when_expert;weaker_benefits_when_not","lmaasa_concession","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq3","in the case of offsets, the country requires a very knowledgeable negotiating team","In listing prerequisites for military-run industries, the author explicitly states that offsets require a knowledgeable negotiating team and notes this was only partially met in the LMAASA contract, supporting a mechanism where negotiation capacity shapes outcomes.","high","The requirement and its partial fulfillment in the cited case are stated explicitly.","governance_opacity_rent_seeking","Governance opacity / rent-seeking"
"arms_trade_offsets_chapters.yml","14-the-argentine-defense-industry-an-evaluation.pdf","14_the_argentine_defense_industry_an_evaluation_pdf__cmo_013","Governments may seek autonomy and technological independence through defense production and offsets.","Overambitious autonomy goals can misallocate resources; accepting partial technological dependence while negotiating for targeted transfer reduces unrealistic expectations.","Full independence remains unattainable, and sustainable strategies emphasize selective technology acquisition.","autonomy_aspirations;realistic_dependence","selective_technology_transfer","continued_technological_dependence;more_viable_strategy","autonomy_aspirations;realistic_dependence","capability_targeting","continued_technological_dependence;more_viable_strategy","unknown_programme","argentina","case_study","A qualitative evaluation of Argentina’s defense industry combining a theory argument (""military Malthusianism"") with descriptive evidence and a focused case on the Lockheed Martin concession (LMAASA) as an offset-style licensed production example.","rq2;rq3","there should exist... a certain level of technological dependence","In the chapter’s lessons, the author argues independence is illusory and recommends accepting some dependence while negotiating for technology, supporting a mechanism where realism about dependence conditions feasible industrial participation.","medium","This is a normative conclusion rather than a measured outcome, but it is clearly stated as a lesson drawn from experience.","governance_opacity_rent_seeking","Governance opacity / rent-seeking"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_001","Since independence, India has pursued self-reliance in defense production and sought to reduce import dependence and the foreign exchange burden of arms imports, but without a formal offset policy framework.","By routinely embedding licensed production, technology transfer, countertrade/barter, and long-term credit into procurement, India uses procurement-linked resources to build domestic capability and manage foreign exchange constraints.","Offset practice becomes systematic and supports domestic industry development and foreign-exchange management (to varying degrees).","self_reliance_goal;high_import_dependence;foreign_exchange_constraint","offset_bundle;procurement_linked_industrialization","domestic_industry_development;foreign_exchange_management","foreign_exchange_constraint;high_import_dependence;self_reliance_goal","offset_design;procurement_requirement","domestic_industry_development;foreign_exchange_management","unknown_programme","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq1;rq2;rq3","offsets such as licensed production, technology transfer, counter or barter trade, and long-term credit arrangements have been employed consistently","The introduction states that India consistently used multiple offset options in practice despite lacking a formal offset policy, supporting a mechanism where offsets are routinely bundled into procurement to pursue self-reliance and FX objectives.","high","The claim about systematic use of offset options is explicit and central to the chapter’s framing.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_002","Most major Indian defense imports for decades came from the Soviet Union/Russia and other eastern bloc sources, while western suppliers were less willing to accept rupee-based arrangements.","By offering long-term, low-interest credit and accepting rupee-based countertrade, the Soviet supplier reduces India’s immediate hard-currency constraint, making acquisitions financially feasible.","India can procure large volumes of Soviet/Russian systems with reduced short-term hard-currency burden compared to purely hard-currency purchases.","soviet_supplier_relationship;rupee_trade_arrangements","concessional_credit;rupee_denomination","reduced_short_term_fx_burden;increased_procurement_feasibility","rupee_trade_arrangements;soviet_supplier_relationship","countertrade;external_capital_inflow","increased_procurement_feasibility;reduced_short_term_fx_burden","unknown_programme","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq1;rq3","cheap long-term credit facilities with low interest to finance these deals","The chapter contrasts Soviet deals (licensed production/tech assistance, countertrade, and cheap long-term credit) with western deals, supporting a mechanism where concessional finance and payment terms relax India’s FX constraint.","high","The structure of Soviet offset packages and their role in financing is explicitly described.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_003","In early phases of licensed production (mid-1960s to mid-1970s), India had limited absorptive capacity and heavy reliance on imported components for complex platforms.","Reliance on imported components and difficulties in absorbing licensed technology generate delays and cost overruns, and can raise foreign-exchange spending above off-the-shelf import costs.","Licensed-production programmes experience delays, higher costs, and in some cases worse foreign-exchange outcomes than importing complete systems.","early_license_production;limited_absorptive_capacity","component_import_dependence;implementation_delays","cost_overruns;worse_fx_outcome","absorption_limits;early_license_production","added_costs;implementation_quality","cost_overruns;worse_fx_outcome","unknown_programme","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq3","The programs faced delays and cost overruns","The chapter reports that early licensed production faced serious absorption difficulties, producing delays and cost overruns and sometimes increasing FX spending due to imported components, supporting an implementation-constraint mechanism.","high","The difficulties and their negative cost/timing consequences are explicitly stated for early licensed-production efforts.","resource_diversion_industrial_erosion;technology_transfer_learning","Resource diversion / industrial erosion;Technology transfer / learning-by-doing"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_004","India’s MiG-21 licensed production initially suffered major delays and high imported-component dependence.","Even when early licensed production is inefficient, sustained production and learning-by-doing can build a technical base that improves later absorption of more advanced technologies.","HAL’s design/production capability improves and later Soviet aircraft technology absorption becomes easier.","aircraft_licensed_production;learning_curve","learning_by_doing;capability_accumulation","improved_industrial_capability;improved_technology_absorption","aircraft_licensed_production;learning_curve","learning_by_doing","improved_industrial_capability;improved_technology_absorption","mig_21","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq2;rq1","had a “positive impact on HAL’s design and production”","The chapter notes that despite delays and high component import costs, the MiG-21 programme improved HAL’s technical base and is linked to later absorption of MiG-23/27/29 technologies, supporting a cumulative learning mechanism.","high","The positive capability impact and its linkage to subsequent technology absorption are explicitly stated.","technology_transfer_learning","Technology transfer / learning-by-doing"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_005","India used foreign technology imports and licensed production across many categories through the 1980s.","Licensed production and incremental technology transfer build production competence for mid-level systems and components, but do not automatically close frontier technology gaps.","India becomes self-sufficient in some arms categories but remains dependent on imports for latest-generation systems.","broad_license_portfolio;technology_gap","incremental_capability_building","partial_self_sufficiency;continued_import_dependence","broad_license_portfolio;technology_gap","limited_knowledge_transfer","continued_import_dependence;partial_self_sufficiency","unknown_programme","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq1;rq2","became nearly self-sufficient in a range of small arms, ammunition, and medium artillery","The chapter reports significant self-sufficiency in certain categories while also stating that the technology gap with developed countries persisted, supporting a mechanism where licensed production yields partial capability without closing frontier gaps.","high","Both the self-sufficiency gains and the continued dependence for advanced systems are explicitly stated.","technology_transfer_learning","Technology transfer / learning-by-doing"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_006","Soviet/Russian technology transfer and licensed production were offered early, but under restrictions and incomplete information.","By withholding core technologies, limiting exports, and charging extra for uncovered transfers, the supplier retains leverage and constrains the buyer’s independent capability development.","Technology transfer is incomplete and India remains dependent, with added costs and limited export/innovation autonomy.","supplier_restrictions;incomplete_technical_data","core_technology_withholding;contractual_constraints","constrained_indigenous_capability;continued_dependence","incomplete_technical_data;supplier_restrictions","derogation_constraint;sensitive_tech_sharing","constrained_indigenous_capability;continued_dependence","unknown_programme","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq2;rq3","reluctant to provide complete technical information","The chapter reports Soviet reluctance to provide complete technical information, export restrictions, and withheld core technologies, supporting a mechanism where supplier control limits the depth of transfer and sustains dependence.","high","The constraints and their direction of effect are described explicitly in the discussion of Soviet offsets.","export_control_friction","Export-control friction / legal constraint"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_007","India sought buyback arrangements linked to technology transfer, but its defense public sector units faced cost and lead-time constraints.","When domestic producers cannot meet cost/lead-time expectations, buyback obligations are unattractive to sellers and fail to generate sustained export-linked production.","Buyback arrangements associated with technology transfer fail to deliver desired results.","buyback_offsets;dpsu_performance_constraints","competitiveness_shortfall;seller_rejection","unsuccessful_buyback","buyback_offsets;dpsu_performance_constraints","less_efficient_suppliers","unsuccessful_buyback","unknown_programme","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq3;rq2","buyback arrangements as part of technology transfer did not produce the desired results","The chapter links buyback underperformance to high production costs and long lead-times at defense public sector units, supporting a mechanism where competitiveness constraints prevent buyback offsets from working.","high","The failure of buyback and the stated contributing constraints are explicitly described.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_008","Over time, India developed sizable defense-industry institutions (e.g., HAL, BEL, MDL) and accumulated technological capabilities through repeated licensed production and technology transfer.","Growing indigenous capacity improves the buyer’s bargaining leverage in new negotiations, enabling demands for more advanced transfers.","India secures more favorable technology-transfer terms, including access to more advanced systems.","growing_indigenous_capacity;repeat_procurement_relationships","bargaining_power_shift","improved_transfer_terms","growing_indigenous_capacity;repeat_procurement_relationships","buyer_leverage","improved_transfer_terms","unknown_programme","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq2;rq4","helped to shift the balance in India’s favor","The chapter states that accumulated indigenous capacity shifted bargaining power toward India in negotiations, supporting a mechanism where domestic capability strengthens leverage for better technology-transfer outcomes.","high","The bargaining-power claim is explicit and illustrated by a cited 1999 agreement involving very advanced weapons.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_009","Soviet weapon systems were available to India at relatively low cost.","Easy access to relatively inexpensive imported systems reduces incentives to invest in indigenous R&D and to accept the risks and costs of domestic development.","Indigenous defense R&D growth is retarded.","low_cost_imports;r_and_d_tradeoffs","crowding_out_of_r_and_d","retarded_indigenous_r_and_d","low_cost_imports;r_and_d_tradeoffs","crowding_out","retarded_indigenous_r_and_d","unknown_programme","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq3","availability of sophisticated Soviet weapon systems at relatively low cost appears to have retarded the growth of indigenous R&D","The chapter argues that low-cost access to sophisticated Soviet systems reduced the incentive to develop indigenous R&D, supporting a crowding-out mechanism.","high","The effect is explicitly stated as a downside of the offset-enabled import relationship.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
"arms_trade_offsets_chapters.yml","15-the-role-of-offsets-in-indian-defense-procurement-policy.pdf","15_the_role_of_offsets_in_indian_defense_procurement_policy_pdf__cmo_010","Western suppliers offered credit/aid packages and some technology transfer, but India faced pricing and performance risks.","Supplier-provided credit can be priced into higher selling prices or structured as subsidies to the exporting firm, reducing value-for-money and increasing failure risk.","Some western credit-linked deals become more expensive than expected and may perform poorly.","western_credit_packages;value_for_money_risk","credit_pricing_in;subsidy_to_seller","higher_effective_costs;technical_financial_failure","value_for_money_risk;western_credit_packages","cost_pass_through;subsidies","higher_effective_costs;technical_financial_failure","westland_helicopter","india","case_study","A qualitative case analysis of India’s defense procurement over several decades, describing recurring offset practices (licensed production, technology transfer, countertrade, credit) and summarizing reported impacts with limited available quantitative detail.","rq3","it was a subsidy for the British company that was selling the helicopter","Using UK aid examples (e.g., Westland helicopter), the chapter argues that apparent buyer benefit can function as a subsidy to the seller and links such arrangements to higher effective costs and failure risk.","high","The chapter explicitly characterizes the aid as a seller subsidy and describes poor outcomes for the cited helicopter deal.","resource_diversion_industrial_erosion","Resource diversion / industrial erosion"
